,creole_word,word,creole name
0,"partajé, partaj",['share'],Lousiana Creole
1,"parti, par",['leave'],Lousiana Creole
2,pasé,['ago'],Lousiana Creole
3,"pasé, pas","['pass', ' pass away']",Lousiana Creole
4,(la)pat,"['paw', ' leg or foot (of animal)']",Lousiana Creole
5,patasa,['sunfish'],Lousiana Creole
6,patat,"['potato', ' sweet potato']",Lousiana Creole
7,patat dous,['sweet potato'],Lousiana Creole
8,"patouyé, patouy",['splash around'],Lousiana Creole
9,pay,['pie'],Lousiana Creole
10,(la)pay,"['straw', ' husk']",Lousiana Creole
11,pe,"['able to', ' can']",Lousiana Creole
12,pé,"['shut up', ' quiet']",Lousiana Creole
13,"pèlé, pèl","['call', ' be named (reflexive)']",Lousiana Creole
14,pélikan,['pelican'],Lousiana Creole
15,pendan,"['during', ' while']",Lousiana Creole
16,penn,['hang'],Lousiana Creole
17,"pensé, pens",['think'],Lousiana Creole
18,"pèshé, pèsh","['prevent', ' fish', ' sin']",Lousiana Creole
19,péshœr,"['fisher', ' sinner']",Lousiana Creole
20,petèt,['maybe'],Lousiana Creole
21,"péyé, péy",['pay'],Lousiana Creole
22,péyi,"['country', ' nation']",Lousiana Creole
23,pi,['then'],Lousiana Creole
24,pikan,"['sticker', ' thorn']",Lousiana Creole
0,ra,['rat'],Lousiana Creole
1,ra-d-bwa,['possum'],Lousiana Creole
2,"ramasé, ramas","['gather', ' pick up', ' collect']",Lousiana Creole
3,"ranjé, ranj","['fix', ' repair', ' arrange', ' prepare']",Lousiana Creole
4,"raplé, rapèl",['remember'],Lousiana Creole
5,rar,['rare'],Lousiana Creole
6,(la)ras,['race'],Lousiana Creole
7,ravé,['cockroach'],Lousiana Creole
8,rékòlt,"['harvest', ' crop']",Lousiana Creole
9,rémèd,"['remedy', ' medicine']",Lousiana Creole
10,"rentré, rent","['enter', ' return', ' come home']",Lousiana Creole
11,réponn,"['answer', ' respond']",Lousiana Creole
12,répons,"['répozé, répozpozé, poz']",Lousiana Creole
13,"rèshté, rèshèt","['vomit', ' throw up']",Lousiana Creole
14,rèspé,['respect'],Lousiana Creole
15,"rèspèkté, rèspèk",['respect'],Lousiana Creole
16,"rèsté, rès","['stay', ' remain', ' habitate', ' live', ' dwell']",Lousiana Creole
17,rèv,['dream'],Lousiana Creole
18,"rèvé, rèv",['dream'],Lousiana Creole
19,(la)rimm,"['cold (sickness)', ' flu']",Lousiana Creole
20,(la)rivyær,['river'],Lousiana Creole
21,ròb,['dress'],Lousiana Creole
22,"rodayé, roday","['travel on the road', ' roam', ' gallivant']",Lousiana Creole
23,rodayœr,['traveller'],Lousiana Creole
0,roti,"['roast', ' grill']",Lousiana Creole
1,rouyé,"['rusted', ' rusty']",Lousiana Creole
2,roz,['pink'],Lousiana Creole
3,(la)rozé,['dew'],Lousiana Creole
0,roti,"['roast', ' grill']",Lousiana Creole
1,rouyé,"['rusted', ' rusty']",Lousiana Creole
2,roz,['pink'],Lousiana Creole
3,(la)rozé,['dew'],Lousiana Creole
0,sa,"['future marker', ' will be']",Lousiana Creole
1,særmen,"['swear', ' promise']",Lousiana Creole
2,"særvi, sær",['use'],Lousiana Creole
3,"safré, saf","['eat (of animals)', ' eat like an animal (of humans)']",Lousiana Creole
4,(la)sal,['room'],Lousiana Creole
5,sal,['dirty'],Lousiana Creole
6,sal-a-manjé,['dining room'],Lousiana Creole
7,(la)salad,['salad'],Lousiana Creole
8,salé,"['salt', ' salted']",Lousiana Creole
9,sali,['get dirty'],Lousiana Creole
10,salon,['living room'],Lousiana Creole
11,Sammdi Sin,['nphrHoly Saturday'],Lousiana Creole
12,san,['without'],Lousiana Creole
13,sanmdi,['Saturday'],Lousiana Creole
14,sasafra,['sassafras'],Lousiana Creole
15,sé,"['conditional marker', ' would be']",Lousiana Creole
16,sèk,['dry'],Lousiana Creole
17,senm,"['seem', ' appear', ' look like']",Lousiana Creole
18,"senti, sen","['feel (reflexive)', ' smell']",Lousiana Creole
19,sèptemb,['September'],Lousiana Creole
20,sèt,['seven'],Lousiana Creole
21,"séyé, séy",['try'],Lousiana Creole
22,sèz,['sixteen'],Lousiana Creole
23,(la)sézon,['season'],Lousiana Creole
24,"sézonné, sézonn","['season', ' seasoned']",Lousiana Creole
0,shær,"['expensive', ' dear']",Lousiana Creole
1,shagrin,"['sorry', ' sad']",Lousiana Creole
2,shak,"['each', ' every']",Lousiana Creole
3,shandèl,['candle'],Lousiana Creole
4,"shanjé, shanj",['change'],Lousiana Creole
5,shanm,"['room', ' bedroom']",Lousiana Creole
6,shanm-a-bin,['bathroom'],Lousiana Creole
7,shanm-a-koushé,['bedroom'],Lousiana Creole
8,(la)shans,"['luck', ' chance']",Lousiana Creole
9,shanson,['song'],Lousiana Creole
10,"shanté, shant",['sing'],Lousiana Creole
11,"shapé, shap","['escape', ' get away']",Lousiana Creole
12,shapo,['hat'],Lousiana Creole
13,shar,['car'],Lousiana Creole
14,"sharé, shar",['chat'],Lousiana Creole
15,"sharshé, sharsh","['seek', ' look for']",Lousiana Creole
16,"shasé, shas",['hunt'],Lousiana Creole
17,shawi,['raccoon'],Lousiana Creole
18,shé,['at the home of'],Lousiana Creole
19,shévé,['hair'],Lousiana Creole
20,shevrèt,['shrimp'],Lousiana Creole
21,shèvréy,['deer'],Lousiana Creole
22,"shiké, shik",['chew'],Lousiana Creole
23,shimij,['shirt'],Lousiana Creole
24,"shiyé, shiy",['shit'],Lousiana Creole
0,shmin,"['road', ' path']",Lousiana Creole
1,sho,['hot'],Lousiana Creole
2,shodyær,"['pot', ' pan']",Lousiana Creole
3,shoké,"['mad', ' angry']",Lousiana Creole
4,(dé)shou,['cabbage'],Lousiana Creole
5,shval,['horse'],Lousiana Creole
6,shyin,['dog'],Lousiana Creole
7,si,"['if', ' so']",Lousiana Creole
8,si tèlmen,"['so (to emphasize an adjective)', ' so much', ' so many']",Lousiana Creole
9,sid,['south'],Lousiana Creole
10,sidès,['southeast'],Lousiana Creole
11,"siflé, sif",['whistle'],Lousiana Creole
12,siñ,['sign'],Lousiana Creole
13,singgo,['nap'],Lousiana Creole
14,sinkant,['fifty'],Lousiana Creole
15,sinkant-é-ènn,['fifty-one'],Lousiana Creole
16,"sinmé, sinm",['sow'],Lousiana Creole
17,sipozé (pou),['supposed to'],Lousiana Creole
18,"sipozé, sipòz",['suppose'],Lousiana Creole
19,sipré,['Eastern red cedar'],Lousiana Creole
20,sipriyær,"['swamp', ' cypress swamp']",Lousiana Creole
21,sirkonflèks,['circumflex (accent mark)'],Lousiana Creole
22,siro,"['syrup', ' womanizer']",Lousiana Creole
23,sis,['six'],Lousiana Creole
24,"sisé, sis",['suck'],Lousiana Creole
0,"sitoplé, sivouplé",['interjplease'],Lousiana Creole
1,smat,['smart'],Lousiana Creole
2,(la)smènn,['week'],Lousiana Creole
3,so,['interjso (discourse particle)'],Lousiana Creole
4,sô,"['dethis', ' her', ' its']",Lousiana Creole
5,sœl,['alone'],Lousiana Creole
6,sœr,['sister'],Lousiana Creole
7,sofa,"['sofa', ' couch']",Lousiana Creole
8,sol,['willow tree'],Lousiana Creole
9,soléy,['sun'],Lousiana Creole
10,soléy-koushé,['sunset'],Lousiana Creole
11,soléy-lévé,['sunrise'],Lousiana Creole
12,sòrti salé,['turn out bad'],Lousiana Creole
13,"sòrti, sòr","['be from (somewhere)', ' go out', ' end up']",Lousiana Creole
14,(la)sòs,['sauce'],Lousiana Creole
15,sosis,['sausage'],Lousiana Creole
16,sòt,['foolish'],Lousiana Creole
17,sou,['cent'],Lousiana Creole
18,"souflé, souf","['blow (of wind)', ' breathe']",Lousiana Creole
19,soulyé,['shoes'],Lousiana Creole
20,(la)soup,['soup'],Lousiana Creole
21,soupé,['supper'],Lousiana Creole
22,soutærin,['basement'],Lousiana Creole
23,souven,['often'],Lousiana Creole
24,"sové, sov",['save'],Lousiana Creole
0,spañol,['Spanish'],Lousiana Creole
1,Spañol,['Spaniard'],Lousiana Creole
2,"spéré, èspær",['wait'],Lousiana Creole
3,spìnn,['spin records'],Lousiana Creole
4,stìl,['still'],Lousiana Creole
5,sto,['store'],Lousiana Creole
6,stov,['stove'],Lousiana Creole
7,supærb,"['super', ' wonderful']",Lousiana Creole
8,sur,['on'],Lousiana Creole
9,sûr,"['sure', ' certain']",Lousiana Creole
10,surtou,['especially'],Lousiana Creole
11,swaf,['thirsty'],Lousiana Creole
12,swaré,"['evening', ' eveningtime']",Lousiana Creole
13,swasant,['sixty'],Lousiana Creole
14,swasant-dis,['seventy'],Lousiana Creole
15,swasant-é-ènn,['sixty-one'],Lousiana Creole
16,swasant-onz,['seventy-one'],Lousiana Creole
17,"swaté, swat","['hope', ' wish']",Lousiana Creole
18,swé,['sweat'],Lousiana Creole
19,swiv,['follow'],Lousiana Creole
20,"swonñé, swonñ","['care for', ' nurse']",Lousiana Creole
21,syèl,"['sky', ' heaven']",Lousiana Creole
0,shær,"['expensive', ' dear']",Lousiana Creole
1,shagrin,"['sorry', ' sad']",Lousiana Creole
2,shak,"['each', ' every']",Lousiana Creole
3,shandèl,['candle'],Lousiana Creole
4,"shanjé, shanj",['change'],Lousiana Creole
5,shanm,"['room', ' bedroom']",Lousiana Creole
6,shanm-a-bin,['bathroom'],Lousiana Creole
7,shanm-a-koushé,['bedroom'],Lousiana Creole
8,(la)shans,"['luck', ' chance']",Lousiana Creole
9,shanson,['song'],Lousiana Creole
10,"shanté, shant",['sing'],Lousiana Creole
11,"shapé, shap","['escape', ' get away']",Lousiana Creole
12,shapo,['hat'],Lousiana Creole
13,shar,['car'],Lousiana Creole
14,"sharé, shar",['chat'],Lousiana Creole
15,"sharshé, sharsh","['seek', ' look for']",Lousiana Creole
16,"shasé, shas",['hunt'],Lousiana Creole
17,shawi,['raccoon'],Lousiana Creole
18,shé,['at the home of'],Lousiana Creole
19,shévé,['hair'],Lousiana Creole
20,shevrèt,['shrimp'],Lousiana Creole
21,shèvréy,['deer'],Lousiana Creole
22,"shiké, shik",['chew'],Lousiana Creole
23,shimij,['shirt'],Lousiana Creole
24,"shiyé, shiy",['shit'],Lousiana Creole
0,(la)tab,['table'],Lousiana Creole
1,taba,['tobacco'],Lousiana Creole
2,(la)tær,"['earth', ' ground', ' dirt']",Lousiana Creole
3,taktak,['popcorn'],Lousiana Creole
4,talœr,['soon'],Lousiana Creole
5,tambou,['drum'],Lousiana Creole
6,tan,"['so many', ' so']",Lousiana Creole
7,tandi,['while'],Lousiana Creole
8,tanpri,['interjplease'],Lousiana Creole
9,tant,['aunt'],Lousiana Creole
10,tar,['late'],Lousiana Creole
11,tas,['cup'],Lousiana Creole
12,"tayé, tay",['beat'],Lousiana Creole
13,té,"['past marker', ' was']",Lousiana Creole
14,Tèksas,['Texas'],Lousiana Creole
15,tèl,['such'],Lousiana Creole
16,tèl-é-tèl,['nphrsuch and such'],Lousiana Creole
17,tem,"['weather', ' time']",Lousiana Creole
18,tem-zen-tem,"['now and then', ' occasionally']",Lousiana Creole
19,"tendé, tenn",['hear'],Lousiana Creole
20,(la)tèt,['head'],Lousiana Creole
21,ti,"['small', ' little']",Lousiana Creole
22,ti brin,['nphra little'],Lousiana Creole
23,ti-bétay,"['nphrinsect', ' bug']",Lousiana Creole
24,ti-fiy,['granddaughter'],Lousiana Creole
0,ti-garçon,['grandson'],Lousiana Creole
1,ti-nom,['nickname'],Lousiana Creole
2,"ti-zenfan, ti-piti",['grandchild'],Lousiana Creole
3,tig,['tiger'],Lousiana Creole
4,tikèt,['ticket'],Lousiana Creole
5,tiyon,"['headscarf', ' tignon']",Lousiana Creole
6,(la)tizann,['herbal tea'],Lousiana Creole
7,to,['proyou (subject)'],Lousiana Creole
8,tô,['detyour (singular)'],Lousiana Creole
9,tomat,['tomato'],Lousiana Creole
10,"tombé, tomb",['fall'],Lousiana Creole
11,tònær,['thunder'],Lousiana Creole
12,"tòrné, tòrn",['turn'],Lousiana Creole
13,tou,['all'],Lousiana Creole
14,tou alentour,['all around'],Lousiana Creole
15,Tou-Sin,['nphrAll Saints Day'],Lousiana Creole
16,toujou,"['always', ' still']",Lousiana Creole
17,toukèkunn,"['nphreveryone', ' everybody']",Lousiana Creole
18,toukishòj,['everything'],Lousiana Creole
19,toulajourné,['all day long'],Lousiana Creole
20,toulédé,['both'],Lousiana Creole
21,touléjour,['every day'],Lousiana Creole
22,toultem,"['forever', ' always']",Lousiana Creole
23,toumoun,['nphreveryone'],Lousiana Creole
24,tous,['cough'],Lousiana Creole
0,"tousé, tous",['cough'],Lousiana Creole
1,tousœl,['all alone'],Lousiana Creole
2,traka,"['problem', ' trouble']",Lousiana Creole
3,"trakasé, trakas",['worry'],Lousiana Creole
4,trankil,"['peaceful', ' quiet', ' calm']",Lousiana Creole
5,"trapé, trap","['get', ' catch', ' trap']",Lousiana Creole
6,travay,['work'],Lousiana Creole
7,"travayé, travay",['work'],Lousiana Creole
8,"trènné, trènn","['trail', ' drag']",Lousiana Creole
9,trent,['thirty'],Lousiana Creole
10,trent-é-ènn,['thirty-one'],Lousiana Creole
11,trèz,['thirteen'],Lousiana Creole
12,trézòr,['treasure'],Lousiana Creole
13,trin,"['noise', ' train']",Lousiana Creole
14,tris,['sad'],Lousiana Creole
15,tro,['too'],Lousiana Creole
16,trò,['three'],Lousiana Creole
17,tro bokou,"['nphrtoo many', ' too much']",Lousiana Creole
18,tròk,['truck'],Lousiana Creole
19,tròs,['trust'],Lousiana Creole
20,twa,['roof'],Lousiana Creole
21,twa,['proyou (object)'],Lousiana Creole
22,twalèt,['dresser'],Lousiana Creole
0,ti-garçon,['grandson'],Lousiana Creole
1,ti-nom,['nickname'],Lousiana Creole
2,"ti-zenfan, ti-piti",['grandchild'],Lousiana Creole
3,tig,['tiger'],Lousiana Creole
4,tikèt,['ticket'],Lousiana Creole
5,tiyon,"['headscarf', ' tignon']",Lousiana Creole
6,(la)tizann,['herbal tea'],Lousiana Creole
7,to,['proyou (subject)'],Lousiana Creole
8,tô,['detyour (singular)'],Lousiana Creole
9,tomat,['tomato'],Lousiana Creole
10,"tombé, tomb",['fall'],Lousiana Creole
11,tònær,['thunder'],Lousiana Creole
12,"tòrné, tòrn",['turn'],Lousiana Creole
13,tou,['all'],Lousiana Creole
14,tou alentour,['all around'],Lousiana Creole
15,Tou-Sin,['nphrAll Saints Day'],Lousiana Creole
16,toujou,"['always', ' still']",Lousiana Creole
17,toukèkunn,"['nphreveryone', ' everybody']",Lousiana Creole
18,toukishòj,['everything'],Lousiana Creole
19,toulajourné,['all day long'],Lousiana Creole
20,toulédé,['both'],Lousiana Creole
21,touléjour,['every day'],Lousiana Creole
22,toultem,"['forever', ' always']",Lousiana Creole
23,toumoun,['nphreveryone'],Lousiana Creole
24,tous,['cough'],Lousiana Creole
0,va,"['future marker (see Grammar Sketch)', ' will']",Lousiana Creole
1,(dé)vær,['worm'],Lousiana Creole
2,vær,"['glass', ' glass (for drinking)']",Lousiana Creole
3,vær,['green'],Lousiana Creole
4,vash,['cow'],Lousiana Creole
5,vayan,"['great', ' excellent', ' nice']",Lousiana Creole
6,ve,['want'],Lousiana Creole
7,vendrédi,['Friday'],Lousiana Creole
8,Vendrédi Sin,['nphrGood Friday'],Lousiana Creole
9,venn,['sell'],Lousiana Creole
10,vent,"['stomach', ' belly']",Lousiana Creole
11,(la)vésèl,['dishes'],Lousiana Creole
12,(la)vi,['life'],Lousiana Creole
13,vid,['empty'],Lousiana Creole
14,vidyo,['video'],Lousiana Creole
15,(la)vil,['city'],Lousiana Creole
16,vilaj,['town'],Lousiana Creole
17,vilin,"['mean', ' nasty', ' ugly']",Lousiana Creole
18,vin,['twenty'],Lousiana Creole
19,vin-dé,['twenty-two'],Lousiana Creole
20,vinég,['vinegar'],Lousiana Creole
21,"vini, vyin","['come', ' become']",Lousiana Creole
22,vint-é-ènn,['twenty-one'],Lousiana Creole
23,vit,"['fast', ' quickly']",Lousiana Creole
24,viv,"['live', ' dwell']",Lousiana Creole
0,vivan,"['living', ' alive']",Lousiana Creole
1,"vizité, vizit",['visit (person or place)'],Lousiana Creole
2,vo,['worth'],Lousiana Creole
3,vô,['detyour (polite)'],Lousiana Creole
4,vo myé,"['prefer', ' would be better']",Lousiana Creole
5,"volé, vòl","['fly', ' steal']",Lousiana Creole
6,vomi,['vomit'],Lousiana Creole
7,vou,['vouzòtzòt'],Lousiana Creole
8,"voyé, vòy","['send', ' throw']",Lousiana Creole
9,vré,['true'],Lousiana Creole
10,(la)vwa,['voice'],Lousiana Creole
11,vwala,['interjvoilà'],Lousiana Creole
12,vwayaj,"['voyage', ' trip']",Lousiana Creole
13,"vwayajé, vwayaj",['travel'],Lousiana Creole
14,vwazin,['neighbor (male or female)'],Lousiana Creole
15,vwazinaj,"['neighborhood', ' vicinity']",Lousiana Creole
16,vwazinn,['neighbor (female)'],Lousiana Creole
17,(la)vyann,['meat'],Lousiana Creole
18,vyé,['old'],Lousiana Creole
19,vyolèt,"['violet (flower)', ' violet (color)']",Lousiana Creole
0,vivan,"['living', ' alive']",Lousiana Creole
1,"vizité, vizit",['visit (person or place)'],Lousiana Creole
2,vo,['worth'],Lousiana Creole
3,vô,['detyour (polite)'],Lousiana Creole
4,vo myé,"['prefer', ' would be better']",Lousiana Creole
5,"volé, vòl","['fly', ' steal']",Lousiana Creole
6,vomi,['vomit'],Lousiana Creole
7,vou,['vouzòtzòt'],Lousiana Creole
8,"voyé, vòy","['send', ' throw']",Lousiana Creole
9,vré,['true'],Lousiana Creole
10,(la)vwa,['voice'],Lousiana Creole
11,vwala,['interjvoilà'],Lousiana Creole
12,vwayaj,"['voyage', ' trip']",Lousiana Creole
13,"vwayajé, vwayaj",['travel'],Lousiana Creole
14,vwazin,['neighbor (male or female)'],Lousiana Creole
15,vwazinaj,"['neighborhood', ' vicinity']",Lousiana Creole
16,vwazinn,['neighbor (female)'],Lousiana Creole
17,(la)vyann,['meat'],Lousiana Creole
18,vyé,['old'],Lousiana Creole
19,vyolèt,"['violet (flower)', ' violet (color)']",Lousiana Creole
0,war,['see'],Lousiana Creole
1,wawaron,['bullfrog'],Lousiana Creole
2,wèl,['interjwell (discourse particle)'],Lousiana Creole
3,wès,['west'],Lousiana Creole
4,wi,['interjyes'],Lousiana Creole
5,wiski,['whiskey'],Lousiana Creole
6,wit,['eight'],Lousiana Creole
0,yær,['yesterday'],Lousiana Creole
1,yé,['prothey (subject and object)'],Lousiana Creole
2,yê,"['be (interrogative)', ' be (relative)']",Lousiana Creole
3,yê,['dettheir'],Lousiana Creole
4,-yé,['detplural marker'],Lousiana Creole
5,yéyay!,"['interjyeyaille!', ' wow!']",Lousiana Creole
0,zærb,['grass'],Lousiana Creole
1,zafær,['zanan'],Lousiana Creole
2,zariko,"['beans', ' zydeco']",Lousiana Creole
3,zartik,['article'],Lousiana Creole
4,zaryin,['spider'],Lousiana Creole
5,(dé)zèf,['egg'],Lousiana Creole
6,zégré,['egret'],Lousiana Creole
7,zéklær,['lightning'],Lousiana Creole
8,zen (dê),['adjphrsome'],Lousiana Creole
9,zépol,['shoulder'],Lousiana Creole
10,zétaj,['floor (of a building)'],Lousiana Creole
11,zindyin,['Indian (Native American)'],Lousiana Creole
12,(dé)zo,['bone'],Lousiana Creole
13,zœr,"['hour', "" o'clock""]",Lousiana Creole
14,zònyon,['onion'],Lousiana Creole
15,zoranj,"['orange (fruit)', ' orange (color)']",Lousiana Creole
16,zòrèy,['ear'],Lousiana Creole
17,zòrtèy,['toe'],Lousiana Creole
18,(vou)zòt,['proyou (plural) (subject and object)'],Lousiana Creole
19,(dé)zòt,['others'],Lousiana Creole
20,zouti,['tool'],Lousiana Creole
21,(dé)zwa,['goose'],Lousiana Creole
22,zwazo,['bird'],Lousiana Creole
0,(dé)zwit,['oyster'],Lousiana Creole
1,zyé,['eye'],Lousiana Creole
0,(dé)zwit,['oyster'],Lousiana Creole
1,zyé,['eye'],Lousiana Creole
