,word,creole_word,creole name
1739,disburse,debouse,hatian
1740,diligent,debouya,hatian
1741,nifty,debouya,hatian
1742,cope,debouye (abitye),hatian
1743,manage,debouye,hatian
1744,jag,dechikte,hatian
1745,(v) tear,dechire,hatian
1746,depose,dechoke,hatian
1747,disdain,deden,hatian
1748,de facto,defakto,hatian
1749,defense,defans,hatian
1750,lapse,"defayans (erè, (v. perime)",hatian
1751,undo,defè,hatian
1752,default,defo,hatian
1753,fault n,defo,hatian
1754,fault,defo,hatian
1755,distort,defòme,hatian
1756,twice,defwa,hatian
1757,(v) dare,defye (bay gabèl),hatian
1758,defy,defye (pini),hatian
1759,get along,degaje (kenbe),hatian
1760,to disguise,degize,hatian
1761,disgust,degou,hatian
1762,nasty,"degoutan (dezagreyab, malpwòp)",hatian
1763,abject,degoutan,hatian
1764,lousy,degoutan,hatian
1765,drip,degoute,hatian
1766,degree,"degre (grad, diplòm)",hatian
1767,ritual,degre,hatian
1768,yet,"deja (anko, toujou)",hatian
1769,already,deja,hatian
1770,breakfast,dejne,hatian
1771,(n) wane,dekadans,hatian
1772,convict,deklare koupab,hatian
1773,contend,"deklare (soutni, kenbe)",hatian
1774,affirm,deklare,hatian
1775,declare,deklare,hatian
1776,(v) state,deklare,hatian
1777,(v) decay,dekonpoze,hatian
1778,decay,dekonpoze,hatian
1779,(n) count,dekont,hatian
1780,adorn,dekore,hatian
1781,(v) daunt,dekouraje (entimide),hatian
1782,discourage,dekouraje,hatian
1783,discern,dekouvri (disène),hatian
1784,discover,dekouvri,hatian
1785,decree,dekrè,hatian
1786,depict,dekri (demontre),hatian
1787,describe,dekri,hatian
1788,delirious,delala (fou),hatian
1789,delegate,delege,hatian
1790,(v) free,delibere,hatian
1791,liberate,delibere,hatian
1792,delicate,delika,hatian
1793,deliver,delivre,hatian
1794,give birth,delivre,hatian
1795,rescue,delivre,hatian
1796,dilute,delye,hatian
1797,walk,demach,hatian
1798,request,demand,hatian
1799,itch,"demanjezon (gratèl, (v. grate)",hatian
1800,demand n,demann,hatian
1801,belie,demanti,hatian
1802,raze,demantle,hatian
1803,tomorrow,demen,hatian
1804,half,demi (mwatye),hatian
1805,obsolete,demode,hatian
1806,outdated,demode,hatian
1807,democracy,demokrasi,hatian
1808,democratic,demokratik,hatian
1809,demolish,demoli,hatian
1810,devil,demon,hatian
1811,depict,demontre,hatian
1812,abash,demoralize,hatian
1813,last,dènye,hatian
1814,(v) rely,depann sou (gen konfyans),hatian
1815,depend,depann,hatian
1816,expense,depans (frè),hatian
1817,spend,depanse,hatian
1818,exceed,"depase (eksede, in briye)",hatian
1819,county,depatman,hatian
1820,department,depatman,hatian
1821,telegram,depèch,hatian
1822,ago,depi,hatian
1823,move something,deplase,hatian
1824,mouman,deplase,hatian
1825,move,deplase,hatian
1826,pluck,"deplimen (rache, keyi)",hatian
1827,deposit n,depo,hatian
1828,depot,depo,hatian
1829,disown,deposede,hatian
1830,deport,depòte,hatian
1831,put,"depoze (sere, foure, etenn)",hatian
1832,(v) deposit,depoze,hatian
1833,colon,depwen,hatian
1834,molest,deranje (moleste),hatian
1835,upset,deranje (trouble),hatian
1836,(v) disable,deranje,hatian
1837,district,deranje,hatian
1838,intrude,deranje,hatian
1839,get started,derape,hatian
1840,weigh anchor,derape,hatian
1841,spare,derechany,hatian
1842,(v) baffle,deroute,hatian
1843,December,desanm,hatian
1844,(v) coast,desann sou roulib,hatian
1845,(v) camp,desann (poze pye),hatian
1846,(v) down,desann,hatian
1847,get out (of vehicle),desann,hatian
1848,go down,desann,hatian
1849,lose weight,desann,hatian
1850,(v) lower,desann,hatian
1851,overflow,desann,hatian
1852,stay (.. at),desann,hatian
1853,decentralize,desantralize,hatian
1854,dessert,desè,hatian
1855,cartoon,desen anime,hatian
1856,(n) design,desen,hatian
1857,deception,desepsyon,hatian
1858,deceive,desevwa (bay koutba),hatian
1859,disappoint,desevwa,hatian
1860,decide,deside,hatian
1861,(v) design,desine,hatian
1862,verdict,desizyon (jijman),hatian
1863,decision,desizyon,hatian
1864,destiny,destine,hatian
1865,fate,destine,hatian
1866,fate,destine,hatian
1867,debt,dèt,hatian
1868,apart,detache,hatian
1869,dash,detale,hatian
1870,relax,detann,hatian
1871,detail,detaye,hatian
1872,detect,detekte,hatian
1873,abhor,deteste (rayi),hatian
1874,detest,deteste (rayi),hatian
1875,bang,detonasyon,hatian
1876,detour,detou,hatian
1877,avert,detounen,hatian
1878,deprave,detounen,hatian
1879,hijack,detounen,hatian
1880,ward,detounen,hatian
1881,ransack,devalize,hatian
1882,(adj) forward,devan,hatian
1883,front,devan,hatian
1884,backwards,devan-dèyè,hatian
1885,dawn,devanjou (avanjou),hatian
1886,ahead,devann,hatian
1887,(v) ravage,devaste (ravaje),hatian
1888,devastate,devaste,hatian
1889,development,developman,hatian
1890,spill,devide,hatian
1891,guess,devine,hatian
1892,puzzle,devinèt (problèm),hatian
1893,(n) riddle,devinèt,hatian
1894,homework,devwa,hatian
1895,reveal,devwale (gaye),hatian
1896,devout,devwe,hatian
1897,(n) bypass,devyasyon,hatian
1898,buttocks,dèyè (bounda),hatian
1899,after,dèyè,hatian
1900,behind,dèyè,hatian
1901,(n) rear,dèyè,hatian
1902,exterior,deyò (eksteryè),hatian
1903,illegitimate,deyò,hatian
1904,out,deyò,hatian
1905,outside,deyò,hatian
1906,without,deyò,hatian
1907,bathrobe,dezabiye (moumou),hatian
1908,diagreeable,dezagreyab,hatian
1909,discord,dezakò,hatian
1910,disapprove,dezaprouve,hatian
1911,disaster,dezas,hatian
1912,drawback,dezavantaj,hatian
1913,desert,dezè,hatian
1914,casual,dezenvòlt,hatian
1915,despair,dezespere,hatian
1916,lose hope,dezespere,hatian
1917,appoint,dezinyen,hatian
1918,assign,deziyen (anchaje),hatian
1919,violate,dezobeyi,hatian
1920,disorder,dezòd,hatian
1921,mess,dezòd,hatian
1922,disgrace,dezonè (wont),hatian
1923,(n) shame,dezonè,hatian
1924,bewilder,dezoryante,hatian
1925,used,dezyèm men,hatian
1926,second (number),dezyèm,hatian
1927,secondly,dezyèmman,hatian
1928,"hard, callous","di (rèd, san pitye)",hatian
1929,say,di,hatian
1930,tell,di,hatian
1931,devil,diab,hatian
1932,fire,dife,hatian
1933,different,diferan,hatian
1934,difficulty,difikilte,hatian
1935,difficult,difisil,hatian
1936,hard (difficult),difisil,hatian
1937,disguise,digizmann,hatian
1938,digest,dijere,hatian
1939,(n) brawl,dikisyon,hatian
1940,dictionary,diksyonè,hatian
1941,Sunday,dimanch,hatian
1942,(n) size,dimansyon,hatian
1943,abase,diminye,hatian
1944,allay,diminye,hatian
1945,decrease,diminye,hatian
1946,lunch,dine (manje midi),hatian
1947,dinner,dine,hatian
1948,degree,diplòm,hatian
1949,graduate,diplome,hatian
1950,last,dire,hatian
1951,direct,dirèk,hatian
1952,north,direksyon nò (non nò),hatian
1953,direction,direksyon,hatian
1954,(n) range,direksyon,hatian
1955,chairman,direkte,hatian
1956,director,direktè,hatian
1957,rice,diri,hatian
1958,manage,dirije (debouye),hatian
1959,lead,dirije (kòmande),hatian
1960,(v) rule,dirije (kòmande),hatian
1961,(v) direct,dirije,hatian
1962,(v) head,dirije,hatian
1963,ten,dis,hatian
1964,discern,disène,hatian
1965,discipline,disiplin,hatian
1966,disqualify,diskalifye,hatian
1967,argue,diskite (mentni),hatian
1968,debate,diskite,hatian
1969,discuss,diskite,hatian
1970,(v) discredit,diskredite,hatian
1971,discretion,diskresyon,hatian
1972,dispensary,dispansè,hatian
1973,(v) disappear,disparèt,hatian
1974,(v) fade,disparèt,hatian
1975,vanish,disparèt,hatian
1976,available,disponib,hatian
1977,"do, be about to",dispoze,hatian
1978,discrete,disrè,hatian
1979,austere,distan (endiferan),hatian
1980,distance,distans,hatian
1981,distinct,disten (klè),hatian
1982,distinguish,distenge,hatian
1983,distract,distrè,hatian
1984,(v) deal,distribye (bay),hatian
1985,distribute,distribye,hatian
1986,proverb,diton,hatian
1987,(v) rave,divage (tanpete),hatian
1988,wine,diven,hatian
1989,diverse,divès,hatian
1990,various,divès,hatian
1991,divide,divize,hatian
1992,divorce,divòs,hatian
1993,dignity,diyite,hatian
1994,nineteen,diznèf,hatian
1995,eighteen,dizuit,hatian
1996,safe,dj senesòf,hatian
1997,ago,dj pase,hatian
1998,fake,dj krizokal (djanni),hatian
1999,girl,djal,hatian
2000,fake,djanni,hatian
2001,gin,djin,hatian
2002,jeep,djip,hatian
2003,Gypsy,djipsi,hatian
2004,job,djòb (travay),hatian
2005,employ,djòb,hatian
2006,jogging,djògin,hatian
2007,snout,djòl (machwè),hatian
2008,liar,djòlè,hatian
2009,mushroom,djondjon,hatian
2010,river,dlo (larivyè),hatian
2011,water,dlo,hatian
2012,back,do,hatian
2013,armchair,dodin,hatian
2014,(n) rock,dodinen,hatian
2015,used,dokazyon (dezyèm men),hatian
2016,document,dokiman,hatian
2017,file,dokiman,hatian
2018,(n) file,dokiman,hatian
2019,dollar,dola,hatian
2020,coddle,dòlote,hatian
2021,(v) pamper,dòlote,hatian
2022,(n) damage,domaj,hatian
2023,(v) damage,domaje,hatian
2024,"field (career), domain",domèn,hatian
2025,numb,dòmi,hatian
2026,sleep,dòmi,hatian
2027,domination,dominasyon,hatian
2028,dominate,domine,hatian
2029,prevail,domine,hatian
2030,Dominican Republic,Dominikani,hatian
2031,(n) dominos,domino,hatian
2032,gift,don,hatian
2033,data,done (eleman),hatian
2034,therefore,donk,hatian
2035,yield,"donnen, bay",hatian
2036,fertile,donnen (fètil),hatian
2037,tame,donte,hatian
2038,well-behaved,dosil,hatian
2039,log,dosye (v. note),hatian
2040,(n) file,dosye (dokiman),hatian
2041,(n) brief,dosye,hatian
2042,(n) record,dosye,hatian
2043,dormitory,dòtwa,hatian
2044,mellow,dou (jovyal),hatian
2045,(adj) double,doub,hatian
2046,(adj) pair,doub,hatian
2047,double,double,hatian
2048,(n) shower,douch,hatian
2049,labor pain,doulè akouman,hatian
2050,pain,doulè (lapenn),hatian
2051,ache,doulè (mal),hatian
2052,sweet,dous (sikre),hatian
2053,mild,dous,hatian
2054,sleek,dous,hatian
2055,gently,dousman,hatian
2056,slow,dousman,hatian
2057,slowly,dousman,hatian
2058,(n) doubt,dout,hatian
2059,(v) doubt,doute,hatian
2060,twelve,douz,hatian
2061,linen,dra (lenn),hatian
2062,sheet,dra,hatian
2063,flag,drapo,hatian
2064,erect,drese (monte),hatian
2065,(v) raise,drese (kanpe),hatian
2066,(v) rear,drese,hatian
2067,(n) drill,dril,hatian
2068,drug,dròg,hatian
2069,addict,"droge, adikte",hatian
2070,strange,"dròl, etranj",hatian
2071,odd,dròl (enpe),hatian
2072,drum,droum,hatian
2073,at all,du tou,hatian
2074,human rights,dwa moun,hatian
2075,duty,"dwa, taks",hatian
2076,fee,"dwa (ladwann), frè (depans)",hatian
2077,law,dwa,hatian
2078,rights (legal),dwa,hatian
2079,(adj) erect,dwat (vètikal),hatian
2080,straight,dwat,hatian
2081,right (side),dwat,hatian
2082,(v) must,"dwe, fò",hatian
2083,owe,dwe,hatian
2084,ought to,dwe,hatian
2085,(n) finger,dwèt,hatian
2086,to protect with magic,dwoge,hatian
2087,strange,dwòl,hatian
2088,(n) devil,dyab (djad),hatian
2089,(n) scream,dyann,hatian
2090,(n) diarrhea,dyare,hatian
2091,diet,dyèt,hatian
2092,each,chak,hatian
2093,eager,enterese,hatian
2094,eagle,"èg, malfini",hatian
2095,ear,zòrèy,hatian
2096,early,"bonè, annavans",hatian
2097,earn,"genyen, posede, fè lajan",hatian
2098,earnest,bònfwa,hatian
2099,earring,zanno,hatian
2100,earth,"latè, tè",hatian
2101,ease,lèz,hatian
2102,at ease,a lèz,hatian
2103,east,lès,hatian
2104,East Asia,Azi de Lès,hatian
2105,Easter,Pak,hatian
2106,Eastern Europe,Ewèp de Lès,hatian
2107,easy,fasil,hatian
2108,eat,manje,hatian
2109,echo,eko,hatian
2110,economy,ekonomi,hatian
2111,edge,"kwen, bout",hatian
2112,edit,edite,hatian
2113,editor,editè,hatian
2114,educate,edike,hatian
2115,education,edikasyon,hatian
2116,eel,zangi,hatian
2117,efface,efase,hatian
2118,effort,"efò, jefò, fòs",hatian
2119,egg,ze,hatian
2120,eggplant,berejenn,hatian
2121,eight,uit,hatian
2122,eighteen,dizuit,hatian
2123,eighty,katreven,hatian
2124,either,"nenpòt, oswa",hatian
2125,ejaculate,v voye,hatian
2126,eject,"retire, pouse soti",hatian
2127,elaborate,adj konplike,hatian
2128,elaborate,v elabore,hatian
2129,elbow,koud,hatian
2130,elder,granmoun,hatian
2131,elect,"chwazi, eli",hatian
2132,election,eleksyon,hatian
2133,electoral,elektoral,hatian
2134,electro-chemistry,elektwochimi,hatian
2135,elementary,elemantè,hatian
2136,elephant,elefan,hatian
2137,eleven,onz,hatian
2138,eligible,elijib,hatian
2139,eliminate,elimine,hatian
2140,else,osinon,hatian
2141,embarrassment,jenn,hatian
2142,embassy,anbasad,hatian
2143,embellish,anbeli,hatian
2144,embers,tizan,hatian
2145,embolden,bay kouraj,hatian
2146,embrace,"anbrase, kwoke",hatian
2147,embroider,brode,hatian
2148,emit,"emèt, fè sikile",hatian
2149,emotion,emosyon,hatian
2150,employ,n djòb,hatian
2151,employ,v anplwaye,hatian
2152,employee,anplwaye,hatian
2153,empower,otorize,hatian
2154,empty,adj vid,hatian
2155,empty,v vide,hatian
2156,enclose,"fèmen, bouche",hatian
2157,encourage,"pyete, ankouraje",hatian
2158,end,"fen, bout",hatian
2159,endurance,andirans,hatian
2160,enemy,lenmi,hatian
2161,energy,enèji,hatian
2162,engage,"angaje, foure",hatian
2163,engine,"motè, machin",hatian
2164,English,angle,hatian
2165,enigma,"enigm, magouy",hatian
2166,enjoy,"jiwi, rejwi, benefisye",hatian
2167,enjoy oneself,banboche,hatian
2168,enormous,"enòm, menmen, papa",hatian
2169,enough,adj ase,hatian
2170,enough,"adv ase, kont",hatian
2171,enrage,"enève, agase",hatian
2172,enrich,anrichi,hatian
2173,enroll,"anrole, rekrite",hatian
2174,ensure,asire,hatian
2175,entangle,"melanje, mele",hatian
2176,enter,antre,hatian
2177,enterprise,antrepriz,hatian
2178,entertain,amize,hatian
2179,entice,v enstige,hatian
2180,entice,fè lasisiy,hatian
2181,entire,"antye, tout",hatian
2182,entrails,zantray,hatian
2183,entrance,"antre, pòt",hatian
2184,envelope,n anvlòp,hatian
2185,envelope,v vlope,hatian
2186,envious,anvye,hatian
2187,environment,anviwènman,hatian
2188,envy,n anvi,hatian
2189,equal,adj egal,hatian
2190,equal,v egale,hatian
2191,equip,ekipe,hatian
2192,equipment,ekipman,hatian
2193,erase,efase,hatian
2194,erect,"adj dwat, vètikal",hatian
2195,erect,"v drese, monte",hatian
2196,errand,lomisyon,hatian
2197,error,"erè, fòt",hatian
2198,erupt,"eklate, pete",hatian
2199,eruption,eklatman,hatian
2200,escape,"sove, chape",hatian
2201,escort,n konpayon,hatian
2202,escort,v eskòte,hatian
2203,especial,espesyal,hatian
2204,especially,espesaylman,hatian
2205,espionage,espyonaj,hatian
2206,esquire,avoka,hatian
2207,establish,etabli,hatian
2208,esteem,estim,hatian
2209,estimate,"v estime, valye",hatian
2210,etc.,eksetera,hatian
2211,eternal,etènel,hatian
2212,evade,"evade, sove",hatian
2213,evaluation,evalyasyon,hatian
2214,evangel,levanjil,hatian
2215,evangelize,preche,hatian
2216,even,"adj egal, jis",hatian
2217,even,adv menm,hatian
2218,even worse,pi grav,hatian
2219,evening,"aswè, sware, swa",hatian
2220,event,evenman,hatian
2221,ever,"janm, janmen",hatian
2222,every,chak,hatian
2223,everybody,tout moun,hatian
2224,everywhere,patou,hatian
2225,evict,chase,hatian
2226,evident,"adj evidan, aklè",hatian
2227,evil,move,hatian
2228,evolution,evolisyon,hatian
2229,exact,egzak,hatian
2230,exaggerate,egzajere,hatian
2231,examine,"kontrole, egzamine",hatian
2232,example,egzanp,hatian
2233,exceed,"depase, eksede",hatian
2234,except,"eksepte, sòf",hatian
2235,except,sòf,hatian
2236,exception,eksepsyon,hatian
2237,exceptional,eksepsyonèl,hatian
2238,exchange,"n twòk, echanj",hatian
2239,excite,eksite,hatian
2240,exclude,"eskli, retire",hatian
2241,execute,"egzekite, akonpli",hatian
2242,exemplary,egzanplè,hatian
2243,exempt,egzan,hatian
2244,exercise,n egzèsis,hatian
2245,exert,"fè egzèsis, fose",hatian
2246,exhale,"rann souf, egzale",hatian
2247,exhaust,n mòflè,hatian
2248,exist,egziste,hatian
2249,expande,"elaji, etann",hatian
2250,expect,"tann, alatant",hatian
2251,expecting,"ansent, gwòs",hatian
2252,expel,ranvwaye,hatian
2253,expense,depans,hatian
2254,expensive,chè,hatian
2255,experience,n eksperyans,hatian
2256,expert,ekspè,hatian
2257,explain,eksplike,hatian
2258,explanation,eksplikasyon,hatian
2259,explicit,"ekslisit, klè",hatian
2260,explode,"eksploze, eklate, pete",hatian
2261,explore,"eksplore, chèche",hatian
2262,explosion,"eksplozyon, eklatman",hatian
2263,export,n ekspòtasyon,hatian
2264,export,v ekspòte,hatian
2265,expose,ekspoze,hatian
2266,exposition,ekspozisyon,hatian
2267,express,eksprime,hatian
2268,extend,"etann, ouvri",hatian
2269,extent,limit,hatian
2270,extention,estansyon,hatian
2271,exterior,"deyò, eksteryè",hatian
2272,external,andeyò,hatian
2273,extort,peze,hatian
2274,extract,"n ekstrè, esans",hatian
2275,extract,v rale,hatian
2276,extraordinary,ekstraòdinè,hatian
2277,extreme,akstrèm,hatian
2278,extricate,rache,hatian
2279,eye,"je, zye",hatian
2280,eyebrow,sousi,hatian
2281,eyeglasses,linèt,hatian
2282,fable,"istwa, fab",hatian
2283,face,n figi,hatian
2284,face,"v gade (anfas), afwonte",hatian
2285,facile,fasil,hatian
2286,fact,verite,hatian
2287,fad,kapris,hatian
2288,fade,adj fennen,hatian
2289,fade,v disparèt,hatian
2290,fail,rate,hatian
2291,faint,adj pal,hatian
2292,fair,"adj jis, ekitab",hatian
2293,faith,afwa,hatian
2294,fake,"adj krizokal, djanni",hatian
2295,faith,v kapwonnen,hatian
2296,fall,v. tonbe,hatian
2297,false,"fo, pa vre, manti",hatian
2298,family,fanmi,hatian
2299,famine,"famin, grangou",hatian
2300,famous,"enpòtan, gran",hatian
2301,fan,n vantilatè,hatian
2302,fan,v souflè,hatian
2303,fancy,adj anpenpan,hatian
2304,fancy,v imajine,hatian
2305,fang,"kwòk, dan",hatian
2306,fantastic,kokenn,hatian
2307,far,lwen,hatian
2308,farm,"plantasyon, jaden",hatian
2309,farmer,kiltivatè; abitan,hatian
2310,fart,v pete,hatian
2311,farther,pilwen,hatian
2312,fascinate,"fasine, entrige",hatian
2313,fashion,lamòd,hatian
2314,fast,"vit, rapid",hatian
2315,fasten,"tache, mare",hatian
2316,fat,"gra, epè",hatian
2317,fate,"sò, destine",hatian
2318,father,"papa, pè",hatian
2319,fatigue,fatig,hatian
2320,fault,"n fòt, defo",hatian
2321,fault,bay tò,hatian
2322,favor,n favè,hatian
2323,favor,v pè,hatian
2324,fear,n lapè,hatian
2325,fear,v pè,hatian
2326,feast,"n bambòch, babako",hatian
2327,to feast,banbouche,hatian
2328,feather,plim,hatian
2329,feature,"karakteristik, mak",hatian
2330,February,fevriye,hatian
2331,fee,"dwa (ladwann), frè (depans)",hatian
2332,feeble,fèb,hatian
2333,feed,"v nouri, bay manje",hatian
2334,feel,santi,hatian
2335,feign,"fente, pran pòz",hatian
2336,fellow,nèg,hatian
2337,felon,kriminel,hatian
2338,female,adj femèl,hatian
2339,female,n fanm,hatian
2340,fence,"baryè, lantouray",hatian
2341,fern,foujè,hatian
2342,ferocious,feròs,hatian
2343,fertile,"donnen, fètil",hatian
2344,fetch,chèche,hatian
2345,fever,lafyèv,hatian
2346,few,kèk,hatian
2347,fib,n manti,hatian
2348,fib,v bay (fè) manti,hatian
2349,fiction,fiksyon,hatian
2350,fiddle,v jwe ak,hatian
2351,field,"teren, jaden",hatian
2352,"field (career), domain",domèn,hatian
2353,fierce,"feròs, terib",hatian
2354,fifteen,kenz,hatian
2355,fifty,senkant,hatian
2356,fight,n,hatian
2357,file,"n dosye, dokiman",hatian
2358,fill,plen,hatian
2359,filthy,sal,hatian
2360,final,final,hatian
2361,finally,"anfen, a la fen, alè ki le, finalman",hatian
2362,find,jwenn,hatian
2363,find out,rann kont,hatian
2364,fine,"adj anfòm, fen",hatian
2365,fine,n amann,hatian
2366,finger,n dwèt,hatian
2367,finger,"v tate, tripote",hatian
2368,finish,fini,hatian
2369,fire,n dife,hatian
2370,fire,v revoke,hatian
2371,firm,adj solid,hatian
2372,firm,n entrepriz,hatian
2373,first,adj premye,hatian
2374,fish,n pwason,hatian
2375,fist,n pwen,hatian
2376,five,adj senk,hatian
2377,fix,ranje,hatian
2378,fixed,fiks,hatian
2379,flag,drapo,hatian
2380,flame,flanm,hatian
2381,flash,v klere,hatian
2382,flat,plat,hatian
2383,flavor,gou,hatian
2384,flay,koche,hatian
2385,flea,"pis, pinèz",hatian
2386,flesh,"vyann, chè",hatian
2387,flight,vòl (avyon),hatian
2388,flinch,"v flechi, tresayi",hatian
2389,fling,v voye jete,hatian
2390,flint,silèks,hatian
2391,flip,baskile,hatian
2392,flirt,file,hatian
2393,float,flote,hatian
2394,flock,"troup, bann",hatian
2395,flood,n inondasyon,hatian
2396,flood,v anvayi,hatian
2397,floor,etaj,hatian
2398,flour,farin,hatian
2399,flow,koule,hatian
2400,flower,n flè,hatian
2401,flower,v fleri,hatian
2402,flu,grip,hatian
2403,fluent,kouran,hatian
2404,fluid,likid,hatian
2405,flush,adj kole,hatian
2406,flush,"c chase, vide",hatian
2407,fly,n mouch,hatian
2408,fly,v vole,hatian
2409,foe,lenmi,hatian
2410,fog,bouya,hatian
2411,fold,n pli,hatian
2412,fold,v pliye,hatian
2413,folk,peyi,hatian
2414,follow,suiv,hatian
2415,fond,fanatik,hatian
2416,food,manje,hatian
2417,fool,n enbesil,hatian
2418,fool,v twompe,hatian
2419,foot,pye,hatian
2420,on foot,a pye,hatian
2421,for,"prp pou, paske",hatian
2422,for example,pa ekzanp,hatian
2423,forbid,"defann, pini",hatian
2424,force,n fòs,hatian
2425,force,v fòse,hatian
2426,forecast,v projte,hatian
2427,foreign,etranj,hatian
2428,foreigner,etranje,hatian
2429,foreman,"bòs, fòmann",hatian
2430,forest,"forè, rakbwa",hatian
2431,forever,ajamè,hatian
2432,forget,bliye,hatian
2433,fork,n fouchèt,hatian
2434,fork,v ranmase,hatian
2435,form,n fòm,hatian
2436,form,v fòme,hatian
2437,formality,protokòl,hatian
2438,former,ansyen,hatian
2439,forsake,"lage, abandone",hatian
2440,fortune,"richès, fòtin",hatian
2441,forty,karant,hatian
2442,forward,adj devan,hatian
2443,forward,avanse,hatian
2444,foundation,fondman legal,hatian
2445,four,kat,hatian
2446,fowl,volay,hatian
2447,fracture,n frakti,hatian
2448,fragile,frajil,hatian
2449,frame,ankadreman,hatian
2450,France,Frans,hatian
2451,in France,an Frans,hatian
2452,frank,fran,hatian
2453,fraud,fròd,hatian
2454,frazzle,"kraze, erente",hatian
2455,freak,sanzatann,hatian
2456,free,"lib, gratis",hatian
2457,freedom,libète,hatian
2458,freeze,"glase, konjile",hatian
2459,French,franse,hatian
2460,French Institue,Enstiti Franse,hatian
2461,frequent,souvan,hatian
2462,fresh,fre,hatian
2463,Friday,vandredi,hatian
2464,friend,zanmi,hatian
2465,fright,"freyè, laperèz",hatian
2466,frog,krapo,hatian
2467,front,devan,hatian
2468,frost,glas,hatian
2469,frown,"v gwonde, mare min",hatian
2470,fruit,fwi,hatian
2471,frustration,fristrasyon,hatian
2472,fry,fri,hatian
2473,fuel,gaz,hatian
2474,fulfill,"ranpli, akonpli",hatian
2475,full,plen,hatian
2476,fume,vapè,hatian
2477,fun,adj amizan,hatian
2478,fun,n amizman,hatian
2479,function,"v. mache, fonksyone",hatian
2480,fundamental,fondamental,hatian
2481,funeral,"lantèman, fineray",hatian
2482,funny,komik,hatian
2483,furious,firye,hatian
2484,furniture,mèb,hatian
2485,further,pilwen,hatian
2486,fuss,"gaòt, meli melo",hatian
2487,"(n) pleasantry, joke",fab,hatian
2488,(n) detergent,fab,hatian
2489,"plastc sandal, plastic shoe",fabnak,hatian
2490,do,fabrike,hatian
2491,make,fabrike,hatian
2492,(v) make,fabrike,hatian
2493,(v) manufacture,fabrike,hatian
2494,upset,"fache, deranje, trouble",hatian
2495,keen,"fen, file, pike",hatian
2496,sequel,fen (sauit),hatian
2497,end,fen (bout),hatian
2498,fine,fen,hatian
2499,fine adj,fen,hatian
2500,thin,fen,hatian
2501,window,fenèt,hatian
2502,fade adj,fennen,hatian
2503,wither,fennen,hatian
2504,"cunning, clever",fentè (pran pòz),hatian
2505,"to trick, to dupe",fente,hatian
2506,obscure,fènwa,hatian
2507,feudal,feodal,hatian
2508,fierce,feròs (terib),hatian
2509,ferocious,feròs,hatian
2510,wink,fèsiyo,hatian
2511,anniversary,fèt (anivèsè),hatian
2512,party,fèt,hatian
2513,to be born,fèt,hatian
2514,celebrate,fete,hatian
2515,fertile,fètil,hatian
2516,February,fevriye,hatian
2517,"leaf, page",fèy,hatian
2518,gall,ffyèl (bil),hatian
2519,woman,"fi, madanm, (pl. medanm)",hatian
2520,cheek,"figi (po figi, jou)",hatian
2521,face,figi,hatian
2522,(v) picture,figire (imajine),hatian
2523,fixed,fiks,hatian
2524,steady,fiks,hatian
2525,stare,fikse (gade fiks),hatian
2526,gaze,fikse (kontanple),hatian
2527,fiction,fiksyon,hatian
2528,wire (cable),fil elektrik (kab),hatian
2529,cobweb,fil arenyen,hatian
2530,(n) thread,fil,hatian
2531,yarn,fil,hatian
2532,mince,filange,hatian
2533,web,filareye,hatian
2534,keen,file (pike),hatian
2535,sharp,"file (pwenti, bwòdè, koupe)",hatian
2536,philosopher,filozòf,hatian
2537,philosophy,filozofi,hatian
2538,philosophical,filozofik,hatian
2539,(v) smoke,fimen,hatian
2540,dung,fimye,hatian
2541,muck,fimye,hatian
2542,final,final,hatian
2543,finally,finalman,hatian
2544,financial,finansyè,hatian
2545,funeral,fineray,hatian
2546,finish,fini,hatian
2547,furious,firye,hatian
2548,son,fis,hatian
2549,string,fisèl (kòd),hatian
2550,rifle,fizi,hatian
2551,physical,fizik,hatian
2552,human phisiology,fizyoloji moun,hatian
2553,bongfire,flanbo,hatian
2554,chuck (thrown out),flanke deyò,hatian
2555,blaze,flanm,hatian
2556,flame,flanm,hatian
2557,loaf (v),flannen,hatian
2558,rove,flannen,hatian
2559,wander,flannen,hatian
2560,cornflower,flè mayi,hatian
2561,sunflower,"flè, solèy",hatian
2562,bloom,flè,hatian
2563,(n) flower,flè,hatian
2564,(n) dart,flèch (javlo),hatian
2565,arrow,flèch,hatian
2566,(v) flinch,flechi (tresayi),hatian
2567,(v) flower,fleri,hatian
2568,river,"flèv (dlo, larivyè)",hatian
2569,drift,flote,hatian
2570,float,flote,hatian
2571,(v) wave,flote,hatian
2572,false,"fo (pa vre, manti)",hatian
2573,smart,fò (entelijan),hatian
2574,brilliant,fò,hatian
2575,have to,fo,hatian
2576,loud,fò,hatian
2577,must,fò,hatian
2578,(v) must,fò,hatian
2579,prominent,fò,hatian
2580,strong,fò,hatian
2581,suburb,fobou,hatian
2582,wrought,fòje,hatian
2583,(n) form,fòm,hatian
2584,foreman,fòmann,hatian
2585,(v) form,fòme,hatian
2586,machine,fòme,hatian
2587,profound,"fon, byen panse",hatian
2588,bottom,"fon (anba, bounda bough)",hatian
2589,deep,fon,hatian
2590,fundamental,fondamental,hatian
2591,base,fondasyon (baz),hatian
2592,foundation,fondman legal,hatian
2593,(v) function,fonksyone,hatian
