,creole_word,word,creole name
0,"partajé, partaj",['share'],Louisiana Creole
1,"parti, par",['leave'],Louisiana Creole
2,pasé,['ago'],Louisiana Creole
3,"pasé, pas","['pass', ' pass away']",Louisiana Creole
4,(la)pat,"['paw', ' leg or foot (of animal)']",Louisiana Creole
5,patasa,['sunfish'],Louisiana Creole
6,patat,"['potato', ' sweet potato']",Louisiana Creole
7,patat dous,['sweet potato'],Louisiana Creole
8,"patouyé, patouy",['splash around'],Louisiana Creole
9,pay,['pie'],Louisiana Creole
10,(la)pay,"['straw', ' husk']",Louisiana Creole
11,pe,"['able to', ' can']",Louisiana Creole
12,pé,"['shut up', ' quiet']",Louisiana Creole
13,"pèlé, pèl","['call', ' be named (reflexive)']",Louisiana Creole
14,pélikan,['pelican'],Louisiana Creole
15,pendan,"['during', ' while']",Louisiana Creole
16,penn,['hang'],Louisiana Creole
17,"pensé, pens",['think'],Louisiana Creole
18,"pèshé, pèsh","['prevent', ' fish', ' sin']",Louisiana Creole
19,péshœr,"['fisher', ' sinner']",Louisiana Creole
20,petèt,['maybe'],Louisiana Creole
21,"péyé, péy",['pay'],Louisiana Creole
22,péyi,"['country', ' nation']",Louisiana Creole
23,pi,['then'],Louisiana Creole
24,pikan,"['sticker', ' thorn']",Louisiana Creole
0,ra,['rat'],Louisiana Creole
1,ra-d-bwa,['possum'],Louisiana Creole
2,"ramasé, ramas","['gather', ' pick up', ' collect']",Louisiana Creole
3,"ranjé, ranj","['fix', ' repair', ' arrange', ' prepare']",Louisiana Creole
4,"raplé, rapèl",['remember'],Louisiana Creole
5,rar,['rare'],Louisiana Creole
6,(la)ras,['race'],Louisiana Creole
7,ravé,['cockroach'],Louisiana Creole
8,rékòlt,"['harvest', ' crop']",Louisiana Creole
9,rémèd,"['remedy', ' medicine']",Louisiana Creole
10,"rentré, rent","['enter', ' return', ' come home']",Louisiana Creole
11,réponn,"['answer', ' respond']",Louisiana Creole
12,répons,"['répozé, répozpozé, poz']",Louisiana Creole
13,"rèshté, rèshèt","['vomit', ' throw up']",Louisiana Creole
14,rèspé,['respect'],Louisiana Creole
15,"rèspèkté, rèspèk",['respect'],Louisiana Creole
16,"rèsté, rès","['stay', ' remain', ' habitate', ' live', ' dwell']",Louisiana Creole
17,rèv,['dream'],Louisiana Creole
18,"rèvé, rèv",['dream'],Louisiana Creole
19,(la)rimm,"['cold (sickness)', ' flu']",Louisiana Creole
20,(la)rivyær,['river'],Louisiana Creole
21,ròb,['dress'],Louisiana Creole
22,"rodayé, roday","['travel on the road', ' roam', ' gallivant']",Louisiana Creole
23,rodayœr,['traveller'],Louisiana Creole
0,roti,"['roast', ' grill']",Louisiana Creole
1,rouyé,"['rusted', ' rusty']",Louisiana Creole
2,roz,['pink'],Louisiana Creole
3,(la)rozé,['dew'],Louisiana Creole
0,roti,"['roast', ' grill']",Louisiana Creole
1,rouyé,"['rusted', ' rusty']",Louisiana Creole
2,roz,['pink'],Louisiana Creole
3,(la)rozé,['dew'],Louisiana Creole
0,sa,"['future marker', ' will be']",Louisiana Creole
1,særmen,"['swear', ' promise']",Louisiana Creole
2,"særvi, sær",['use'],Louisiana Creole
3,"safré, saf","['eat (of animals)', ' eat like an animal (of humans)']",Louisiana Creole
4,(la)sal,['room'],Louisiana Creole
5,sal,['dirty'],Louisiana Creole
6,sal-a-manjé,['dining room'],Louisiana Creole
7,(la)salad,['salad'],Louisiana Creole
8,salé,"['salt', ' salted']",Louisiana Creole
9,sali,['get dirty'],Louisiana Creole
10,salon,['living room'],Louisiana Creole
11,Sammdi Sin,['nphrHoly Saturday'],Louisiana Creole
12,san,['without'],Louisiana Creole
13,sanmdi,['Saturday'],Louisiana Creole
14,sasafra,['sassafras'],Louisiana Creole
15,sé,"['conditional marker', ' would be']",Louisiana Creole
16,sèk,['dry'],Louisiana Creole
17,senm,"['seem', ' appear', ' look like']",Louisiana Creole
18,"senti, sen","['feel (reflexive)', ' smell']",Louisiana Creole
19,sèptemb,['September'],Louisiana Creole
20,sèt,['seven'],Louisiana Creole
21,"séyé, séy",['try'],Louisiana Creole
22,sèz,['sixteen'],Louisiana Creole
23,(la)sézon,['season'],Louisiana Creole
24,"sézonné, sézonn","['season', ' seasoned']",Louisiana Creole
0,shær,"['expensive', ' dear']",Louisiana Creole
1,shagrin,"['sorry', ' sad']",Louisiana Creole
2,shak,"['each', ' every']",Louisiana Creole
3,shandèl,['candle'],Louisiana Creole
4,"shanjé, shanj",['change'],Louisiana Creole
5,shanm,"['room', ' bedroom']",Louisiana Creole
6,shanm-a-bin,['bathroom'],Louisiana Creole
7,shanm-a-koushé,['bedroom'],Louisiana Creole
8,(la)shans,"['luck', ' chance']",Louisiana Creole
9,shanson,['song'],Louisiana Creole
10,"shanté, shant",['sing'],Louisiana Creole
11,"shapé, shap","['escape', ' get away']",Louisiana Creole
12,shapo,['hat'],Louisiana Creole
13,shar,['car'],Louisiana Creole
14,"sharé, shar",['chat'],Louisiana Creole
15,"sharshé, sharsh","['seek', ' look for']",Louisiana Creole
16,"shasé, shas",['hunt'],Louisiana Creole
17,shawi,['raccoon'],Louisiana Creole
18,shé,['at the home of'],Louisiana Creole
19,shévé,['hair'],Louisiana Creole
20,shevrèt,['shrimp'],Louisiana Creole
21,shèvréy,['deer'],Louisiana Creole
22,"shiké, shik",['chew'],Louisiana Creole
23,shimij,['shirt'],Louisiana Creole
24,"shiyé, shiy",['shit'],Louisiana Creole
0,shmin,"['road', ' path']",Louisiana Creole
1,sho,['hot'],Louisiana Creole
2,shodyær,"['pot', ' pan']",Louisiana Creole
3,shoké,"['mad', ' angry']",Louisiana Creole
4,(dé)shou,['cabbage'],Louisiana Creole
5,shval,['horse'],Louisiana Creole
6,shyin,['dog'],Louisiana Creole
7,si,"['if', ' so']",Louisiana Creole
8,si tèlmen,"['so (to emphasize an adjective)', ' so much', ' so many']",Louisiana Creole
9,sid,['south'],Louisiana Creole
10,sidès,['southeast'],Louisiana Creole
11,"siflé, sif",['whistle'],Louisiana Creole
12,siñ,['sign'],Louisiana Creole
13,singgo,['nap'],Louisiana Creole
14,sinkant,['fifty'],Louisiana Creole
15,sinkant-é-ènn,['fifty-one'],Louisiana Creole
16,"sinmé, sinm",['sow'],Louisiana Creole
17,sipozé (pou),['supposed to'],Louisiana Creole
18,"sipozé, sipòz",['suppose'],Louisiana Creole
19,sipré,['Eastern red cedar'],Louisiana Creole
20,sipriyær,"['swamp', ' cypress swamp']",Louisiana Creole
21,sirkonflèks,['circumflex (accent mark)'],Louisiana Creole
22,siro,"['syrup', ' womanizer']",Louisiana Creole
23,sis,['six'],Louisiana Creole
24,"sisé, sis",['suck'],Louisiana Creole
0,"sitoplé, sivouplé",['interjplease'],Louisiana Creole
1,smat,['smart'],Louisiana Creole
2,(la)smènn,['week'],Louisiana Creole
3,so,['interjso (discourse particle)'],Louisiana Creole
4,sô,"['dethis', ' her', ' its']",Louisiana Creole
5,sœl,['alone'],Louisiana Creole
6,sœr,['sister'],Louisiana Creole
7,sofa,"['sofa', ' couch']",Louisiana Creole
8,sol,['willow tree'],Louisiana Creole
9,soléy,['sun'],Louisiana Creole
10,soléy-koushé,['sunset'],Louisiana Creole
11,soléy-lévé,['sunrise'],Louisiana Creole
12,sòrti salé,['turn out bad'],Louisiana Creole
13,"sòrti, sòr","['be from (somewhere)', ' go out', ' end up']",Louisiana Creole
14,(la)sòs,['sauce'],Louisiana Creole
15,sosis,['sausage'],Louisiana Creole
16,sòt,['foolish'],Louisiana Creole
17,sou,['cent'],Louisiana Creole
18,"souflé, souf","['blow (of wind)', ' breathe']",Louisiana Creole
19,soulyé,['shoes'],Louisiana Creole
20,(la)soup,['soup'],Louisiana Creole
21,soupé,['supper'],Louisiana Creole
22,soutærin,['basement'],Louisiana Creole
23,souven,['often'],Louisiana Creole
24,"sové, sov",['save'],Louisiana Creole
0,spañol,['Spanish'],Louisiana Creole
1,Spañol,['Spaniard'],Louisiana Creole
2,"spéré, èspær",['wait'],Louisiana Creole
3,spìnn,['spin records'],Louisiana Creole
4,stìl,['still'],Louisiana Creole
5,sto,['store'],Louisiana Creole
6,stov,['stove'],Louisiana Creole
7,supærb,"['super', ' wonderful']",Louisiana Creole
8,sur,['on'],Louisiana Creole
9,sûr,"['sure', ' certain']",Louisiana Creole
10,surtou,['especially'],Louisiana Creole
11,swaf,['thirsty'],Louisiana Creole
12,swaré,"['evening', ' eveningtime']",Louisiana Creole
13,swasant,['sixty'],Louisiana Creole
14,swasant-dis,['seventy'],Louisiana Creole
15,swasant-é-ènn,['sixty-one'],Louisiana Creole
16,swasant-onz,['seventy-one'],Louisiana Creole
17,"swaté, swat","['hope', ' wish']",Louisiana Creole
18,swé,['sweat'],Louisiana Creole
19,swiv,['follow'],Louisiana Creole
20,"swonñé, swonñ","['care for', ' nurse']",Louisiana Creole
21,syèl,"['sky', ' heaven']",Louisiana Creole
0,shær,"['expensive', ' dear']",Louisiana Creole
1,shagrin,"['sorry', ' sad']",Louisiana Creole
2,shak,"['each', ' every']",Louisiana Creole
3,shandèl,['candle'],Louisiana Creole
4,"shanjé, shanj",['change'],Louisiana Creole
5,shanm,"['room', ' bedroom']",Louisiana Creole
6,shanm-a-bin,['bathroom'],Louisiana Creole
7,shanm-a-koushé,['bedroom'],Louisiana Creole
8,(la)shans,"['luck', ' chance']",Louisiana Creole
9,shanson,['song'],Louisiana Creole
10,"shanté, shant",['sing'],Louisiana Creole
11,"shapé, shap","['escape', ' get away']",Louisiana Creole
12,shapo,['hat'],Louisiana Creole
13,shar,['car'],Louisiana Creole
14,"sharé, shar",['chat'],Louisiana Creole
15,"sharshé, sharsh","['seek', ' look for']",Louisiana Creole
16,"shasé, shas",['hunt'],Louisiana Creole
17,shawi,['raccoon'],Louisiana Creole
18,shé,['at the home of'],Louisiana Creole
19,shévé,['hair'],Louisiana Creole
20,shevrèt,['shrimp'],Louisiana Creole
21,shèvréy,['deer'],Louisiana Creole
22,"shiké, shik",['chew'],Louisiana Creole
23,shimij,['shirt'],Louisiana Creole
24,"shiyé, shiy",['shit'],Louisiana Creole
0,(la)tab,['table'],Louisiana Creole
1,taba,['tobacco'],Louisiana Creole
2,(la)tær,"['earth', ' ground', ' dirt']",Louisiana Creole
3,taktak,['popcorn'],Louisiana Creole
4,talœr,['soon'],Louisiana Creole
5,tambou,['drum'],Louisiana Creole
6,tan,"['so many', ' so']",Louisiana Creole
7,tandi,['while'],Louisiana Creole
8,tanpri,['interjplease'],Louisiana Creole
9,tant,['aunt'],Louisiana Creole
10,tar,['late'],Louisiana Creole
11,tas,['cup'],Louisiana Creole
12,"tayé, tay",['beat'],Louisiana Creole
13,té,"['past marker', ' was']",Louisiana Creole
14,Tèksas,['Texas'],Louisiana Creole
15,tèl,['such'],Louisiana Creole
16,tèl-é-tèl,['nphrsuch and such'],Louisiana Creole
17,tem,"['weather', ' time']",Louisiana Creole
18,tem-zen-tem,"['now and then', ' occasionally']",Louisiana Creole
19,"tendé, tenn",['hear'],Louisiana Creole
20,(la)tèt,['head'],Louisiana Creole
21,ti,"['small', ' little']",Louisiana Creole
22,ti brin,['nphra little'],Louisiana Creole
23,ti-bétay,"['nphrinsect', ' bug']",Louisiana Creole
24,ti-fiy,['granddaughter'],Louisiana Creole
0,ti-garçon,['grandson'],Louisiana Creole
1,ti-nom,['nickname'],Louisiana Creole
2,"ti-zenfan, ti-piti",['grandchild'],Louisiana Creole
3,tig,['tiger'],Louisiana Creole
4,tikèt,['ticket'],Louisiana Creole
5,tiyon,"['headscarf', ' tignon']",Louisiana Creole
6,(la)tizann,['herbal tea'],Louisiana Creole
7,to,['proyou (subject)'],Louisiana Creole
8,tô,['detyour (singular)'],Louisiana Creole
9,tomat,['tomato'],Louisiana Creole
10,"tombé, tomb",['fall'],Louisiana Creole
11,tònær,['thunder'],Louisiana Creole
12,"tòrné, tòrn",['turn'],Louisiana Creole
13,tou,['all'],Louisiana Creole
14,tou alentour,['all around'],Louisiana Creole
15,Tou-Sin,['nphrAll Saints Day'],Louisiana Creole
16,toujou,"['always', ' still']",Louisiana Creole
17,toukèkunn,"['nphreveryone', ' everybody']",Louisiana Creole
18,toukishòj,['everything'],Louisiana Creole
19,toulajourné,['all day long'],Louisiana Creole
20,toulédé,['both'],Louisiana Creole
21,touléjour,['every day'],Louisiana Creole
22,toultem,"['forever', ' always']",Louisiana Creole
23,toumoun,['nphreveryone'],Louisiana Creole
24,tous,['cough'],Louisiana Creole
0,"tousé, tous",['cough'],Louisiana Creole
1,tousœl,['all alone'],Louisiana Creole
2,traka,"['problem', ' trouble']",Louisiana Creole
3,"trakasé, trakas",['worry'],Louisiana Creole
4,trankil,"['peaceful', ' quiet', ' calm']",Louisiana Creole
5,"trapé, trap","['get', ' catch', ' trap']",Louisiana Creole
6,travay,['work'],Louisiana Creole
7,"travayé, travay",['work'],Louisiana Creole
8,"trènné, trènn","['trail', ' drag']",Louisiana Creole
9,trent,['thirty'],Louisiana Creole
10,trent-é-ènn,['thirty-one'],Louisiana Creole
11,trèz,['thirteen'],Louisiana Creole
12,trézòr,['treasure'],Louisiana Creole
13,trin,"['noise', ' train']",Louisiana Creole
14,tris,['sad'],Louisiana Creole
15,tro,['too'],Louisiana Creole
16,trò,['three'],Louisiana Creole
17,tro bokou,"['nphrtoo many', ' too much']",Louisiana Creole
18,tròk,['truck'],Louisiana Creole
19,tròs,['trust'],Louisiana Creole
20,twa,['roof'],Louisiana Creole
21,twa,['proyou (object)'],Louisiana Creole
22,twalèt,['dresser'],Louisiana Creole
0,ti-garçon,['grandson'],Louisiana Creole
1,ti-nom,['nickname'],Louisiana Creole
2,"ti-zenfan, ti-piti",['grandchild'],Louisiana Creole
3,tig,['tiger'],Louisiana Creole
4,tikèt,['ticket'],Louisiana Creole
5,tiyon,"['headscarf', ' tignon']",Louisiana Creole
6,(la)tizann,['herbal tea'],Louisiana Creole
7,to,['proyou (subject)'],Louisiana Creole
8,tô,['detyour (singular)'],Louisiana Creole
9,tomat,['tomato'],Louisiana Creole
10,"tombé, tomb",['fall'],Louisiana Creole
11,tònær,['thunder'],Louisiana Creole
12,"tòrné, tòrn",['turn'],Louisiana Creole
13,tou,['all'],Louisiana Creole
14,tou alentour,['all around'],Louisiana Creole
15,Tou-Sin,['nphrAll Saints Day'],Louisiana Creole
16,toujou,"['always', ' still']",Louisiana Creole
17,toukèkunn,"['nphreveryone', ' everybody']",Louisiana Creole
18,toukishòj,['everything'],Louisiana Creole
19,toulajourné,['all day long'],Louisiana Creole
20,toulédé,['both'],Louisiana Creole
21,touléjour,['every day'],Louisiana Creole
22,toultem,"['forever', ' always']",Louisiana Creole
23,toumoun,['nphreveryone'],Louisiana Creole
24,tous,['cough'],Louisiana Creole
0,va,"['future marker (see Grammar Sketch)', ' will']",Louisiana Creole
1,(dé)vær,['worm'],Louisiana Creole
2,vær,"['glass', ' glass (for drinking)']",Louisiana Creole
3,vær,['green'],Louisiana Creole
4,vash,['cow'],Louisiana Creole
5,vayan,"['great', ' excellent', ' nice']",Louisiana Creole
6,ve,['want'],Louisiana Creole
7,vendrédi,['Friday'],Louisiana Creole
8,Vendrédi Sin,['nphrGood Friday'],Louisiana Creole
9,venn,['sell'],Louisiana Creole
10,vent,"['stomach', ' belly']",Louisiana Creole
11,(la)vésèl,['dishes'],Louisiana Creole
12,(la)vi,['life'],Louisiana Creole
13,vid,['empty'],Louisiana Creole
14,vidyo,['video'],Louisiana Creole
15,(la)vil,['city'],Louisiana Creole
16,vilaj,['town'],Louisiana Creole
17,vilin,"['mean', ' nasty', ' ugly']",Louisiana Creole
18,vin,['twenty'],Louisiana Creole
19,vin-dé,['twenty-two'],Louisiana Creole
20,vinég,['vinegar'],Louisiana Creole
21,"vini, vyin","['come', ' become']",Louisiana Creole
22,vint-é-ènn,['twenty-one'],Louisiana Creole
23,vit,"['fast', ' quickly']",Louisiana Creole
24,viv,"['live', ' dwell']",Louisiana Creole
0,vivan,"['living', ' alive']",Louisiana Creole
1,"vizité, vizit",['visit (person or place)'],Louisiana Creole
2,vo,['worth'],Louisiana Creole
3,vô,['detyour (polite)'],Louisiana Creole
4,vo myé,"['prefer', ' would be better']",Louisiana Creole
5,"volé, vòl","['fly', ' steal']",Louisiana Creole
6,vomi,['vomit'],Louisiana Creole
7,vou,['vouzòtzòt'],Louisiana Creole
8,"voyé, vòy","['send', ' throw']",Louisiana Creole
9,vré,['true'],Louisiana Creole
10,(la)vwa,['voice'],Louisiana Creole
11,vwala,['interjvoilà'],Louisiana Creole
12,vwayaj,"['voyage', ' trip']",Louisiana Creole
13,"vwayajé, vwayaj",['travel'],Louisiana Creole
14,vwazin,['neighbor (male or female)'],Louisiana Creole
15,vwazinaj,"['neighborhood', ' vicinity']",Louisiana Creole
16,vwazinn,['neighbor (female)'],Louisiana Creole
17,(la)vyann,['meat'],Louisiana Creole
18,vyé,['old'],Louisiana Creole
19,vyolèt,"['violet (flower)', ' violet (color)']",Louisiana Creole
0,vivan,"['living', ' alive']",Louisiana Creole
1,"vizité, vizit",['visit (person or place)'],Louisiana Creole
2,vo,['worth'],Louisiana Creole
3,vô,['detyour (polite)'],Louisiana Creole
4,vo myé,"['prefer', ' would be better']",Louisiana Creole
5,"volé, vòl","['fly', ' steal']",Louisiana Creole
6,vomi,['vomit'],Louisiana Creole
7,vou,['vouzòtzòt'],Louisiana Creole
8,"voyé, vòy","['send', ' throw']",Louisiana Creole
9,vré,['true'],Louisiana Creole
10,(la)vwa,['voice'],Louisiana Creole
11,vwala,['interjvoilà'],Louisiana Creole
12,vwayaj,"['voyage', ' trip']",Louisiana Creole
13,"vwayajé, vwayaj",['travel'],Louisiana Creole
14,vwazin,['neighbor (male or female)'],Louisiana Creole
15,vwazinaj,"['neighborhood', ' vicinity']",Louisiana Creole
16,vwazinn,['neighbor (female)'],Louisiana Creole
17,(la)vyann,['meat'],Louisiana Creole
18,vyé,['old'],Louisiana Creole
19,vyolèt,"['violet (flower)', ' violet (color)']",Louisiana Creole
0,war,['see'],Louisiana Creole
1,wawaron,['bullfrog'],Louisiana Creole
2,wèl,['interjwell (discourse particle)'],Louisiana Creole
3,wès,['west'],Louisiana Creole
4,wi,['interjyes'],Louisiana Creole
5,wiski,['whiskey'],Louisiana Creole
6,wit,['eight'],Louisiana Creole
0,yær,['yesterday'],Louisiana Creole
1,yé,['prothey (subject and object)'],Louisiana Creole
2,yê,"['be (interrogative)', ' be (relative)']",Louisiana Creole
3,yê,['dettheir'],Louisiana Creole
4,-yé,['detplural marker'],Louisiana Creole
5,yéyay!,"['interjyeyaille!', ' wow!']",Louisiana Creole
0,zærb,['grass'],Louisiana Creole
1,zafær,['zanan'],Louisiana Creole
2,zariko,"['beans', ' zydeco']",Louisiana Creole
3,zartik,['article'],Louisiana Creole
4,zaryin,['spider'],Louisiana Creole
5,(dé)zèf,['egg'],Louisiana Creole
6,zégré,['egret'],Louisiana Creole
7,zéklær,['lightning'],Louisiana Creole
8,zen (dê),['adjphrsome'],Louisiana Creole
9,zépol,['shoulder'],Louisiana Creole
10,zétaj,['floor (of a building)'],Louisiana Creole
11,zindyin,['Indian (Native American)'],Louisiana Creole
12,(dé)zo,['bone'],Louisiana Creole
13,zœr,"['hour', "" o'clock""]",Louisiana Creole
14,zònyon,['onion'],Louisiana Creole
15,zoranj,"['orange (fruit)', ' orange (color)']",Louisiana Creole
16,zòrèy,['ear'],Louisiana Creole
17,zòrtèy,['toe'],Louisiana Creole
18,(vou)zòt,['proyou (plural) (subject and object)'],Louisiana Creole
19,(dé)zòt,['others'],Louisiana Creole
20,zouti,['tool'],Louisiana Creole
21,(dé)zwa,['goose'],Louisiana Creole
22,zwazo,['bird'],Louisiana Creole
0,(dé)zwit,['oyster'],Louisiana Creole
1,zyé,['eye'],Louisiana Creole
0,(dé)zwit,['oyster'],Louisiana Creole
1,zyé,['eye'],Louisiana Creole
