creole_word,word,creole name,
 mara,Mara can be used to depict madness.,Nigeria,
 marle,Used to refer to a mother,Nigeria,
 mary amaka,To dress very covered or modestly without show any kind of body shape or curves.,Nigeria,
 maskaform,To misbehave.,Nigeria,
 mata,matter,Nigeria,
 match banga,To have a one night stand,Nigeria,
 mate,Social classpeople on the same level,Nigeria,
 matrix,In a state of Drunkenness,Nigeria,
 maye,Originally a spanish word. But means the victim of a fraud.,Nigeria,
 maza maza,"Adverb: to do something quickly or rapidly

Can be used as an exclamation like ""¡Rapido!"" in Sp...",Nigeria,
 mede mede,saladforeign cuisine,Nigeria,
 medi,An abbreviation for medicinewhich could also mean charm.,Nigeria,
 megaurd,Security officer. usually a watches and opens the gate of a house,Nigeria,
 mek,Make,Nigeria,
 mellow,to calm downor take it easy,Nigeria,
 memmeth,"a coded word used instead of mentioning a place,person's name or thing",Nigeria,
 mental,The person is crazyThe word comes from someone is mentally unstable.,Nigeria,
 meow,To escapedisappearto leave in a haste,Nigeria,
 meruwa,mallams (hausa/northern men) who sell water in jerrycans. they are a common sight in lagosparti...,Nigeria,
 mescagizing,Messing up and not behaving as expected,Nigeria,
 mess,to fart or pollute the air,Nigeria,
 mgbeke,an unrefined girl especially from the eastern part of Nigeria,Nigeria,
 mimi,King part,Nigeria,
 mineral,1. Soft drinks,Nigeria,
 minerals,Soft drinks packaged in 35cl glass bottles.,Nigeria,
 misyarn,to talk rubbishtrash or wrong thing,Nigeria,
 mo-ed,To get drunk,Nigeria,
 mofty,Casual wear. Usually used when students in uniform are allowed to wear clothes of their choice. T...,Nigeria,
 moi,"Translate to as ""my""",Nigeria,
 moi-moi,Bean Cake,Nigeria,
 molue,see DANFO. This is a beat up busmost known to be in Lagos. These buses are usually in very bad ...,Nigeria,
 momsi,mother,Nigeria,
 monkey post,narrow football goal post,Nigeria,
 mooto,refers to a car,Nigeria,
 mopo,mobile police,Nigeria,
 moro moro,A clean shaved head or hair cut.,Nigeria,
 motigbana,My love,Nigeria,
 moto,Cars in a bad shape are often referred  moto.,Nigeria,
 motor bike,motor cycle see: machineokada,Nigeria,
 move,stealgo,Nigeria,
 movement,Lets go,Nigeria,
 moze,A girl,Nigeria,
 mozz,It is used to tell someone to get out of one\'s sight...,Nigeria,
 mr laazis biography,"Mr laazis is a gospel singer,rapper and songwriter.he owns Mr laazis music (MLM)",Nigeria,
 mtcheew,a popular sigh of disapproval in Nigeria(maybe West Africa). The sound can be heard when one st...,Nigeria,
 mtchew,Used to show lack of concernrespectand also to show angerhatredand jealousy. It is often ...,Nigeria,
 mugu,A fool,Nigeria,
 mugun,Foolish person. Or a victim of scammer.,Nigeria,
 mullah,1. A huge penis,Nigeria,
 mumsi,mumsi,Nigeria,
 mumsy,Used mostly to refer to one's own mother,Nigeria,
 mumu,Fool (Also see Ode),Nigeria,
 mumuni,A very stupid person,Nigeria,
 mungu,fool,Nigeria,
 musu,Foolish person. Or a victim of scammer. ,Nigeria,
 mutallab,a rich kid who attempts to throw his life away for silly (extreme) reasons...can be used as an ad...,Nigeria,
 my own that ,,Nigeria,
 my period,Used when one dose not have money,Nigeria,
 na beanz,Used to describe something that is not easy,Nigeria,
 na dem dey rush us,See we guys no get time for woman or girlfriends na money we dey fine so if we get money na dem t...,Nigeria,
 na die i dey,To be utterly useless,Nigeria,
 na fight?,Rebuff to someone being unduly aggressive.,Nigeria,
 na god,1.God is responsible  ,Nigeria,
 na it,It means that's it ,Nigeria,
 na so,IT IS SO APPROVAL OF SOMETHING ,Nigeria,
 na so you take craze join,Used when you are referring to person who did the same nonsense another person did.,Nigeria,
 na today,The Obvious thing. Not the first time. ,Nigeria,
 na wa,An expression of supriseDamn.,Nigeria,
 na wa o,Its surprising or am surprise,Nigeria,
 na wash,Refers to those that ajepako dat start to form ajebo. People usually say it as a snide remark in ...,Nigeria,
 na wetin?,What is it this time,Nigeria,
 na yam,Cannot be true. Lie,Nigeria,
 na you biko,You\'re the man,Nigeria,
 na you o,Your the man,Nigeria,
 na you sabi,1. A subtle way of saying 'I don't care what you think' ,Nigeria,
 nack,"To hit,slam or to make love to",Nigeria,
 nada,Nothing,Nigeria,
 naija,Slang name for Nigeria,Nigeria,
 nak,1. Tell 2.Hit 3.Eat 4.What someone is wearing,Nigeria,
 naso,that's right (can be used as an exclamation or a reply to something or a statement you feel is right,Nigeria,
 natin spoil,No sweatno problem,Nigeria,
 naw,adding emphasis to a statement,Nigeria,
 nawa for you,You have just blown my mind,Nigeria,
 nawa oo!,An exclamation of anger. Usually used in the case of disappointment.,Nigeria,
 nbomuso,,Nigeria,
 ndi yoruba,a phrase of Ibo origin meaning 'Yoruba people' or Yorubas ,Nigeria,
 nepa,Officially the National Electric Power Electric Power Authoritypresence of electricity,Nigeria,
 nepotizm,Corruption,Nigeria,
 newscaster,A person who spreads wrong news,Nigeria,
 next level,This is a slang used by All Progressive Congress (APC) in 2019 campaign rallies.,Nigeria,
 next tomorrow,The day after tomorrow,Nigeria,
 nfa,No Future Ambition - A jobless person,Nigeria,
 ngbeke,Local girl or village girl (igbo origin),Nigeria,
 ngbere,This refer to penis. It is also called anacondaworking stickBazuka.,Nigeria,
 nig,A man who subjects his life to committing petty crimesuch as theft.,Nigeria,
 niga,Mean way of sayin black person,Nigeria,
 ninja bike,Power bike,Nigeria,
 nko,wat about...or how about...,Nigeria,
 nna,An Igbo originated word meaning Man.,Nigeria,
 no be small thing,1. Astounding  ,Nigeria,
 no be small thing o,Its not easy,Nigeria,
 no be so,Not like that,Nigeria,
 no bi?,is it not?,Nigeria,
 no dull yoursef,1. Gotta be smart.  ,Nigeria,
 no dulling,Don\'t deceive yourself,Nigeria,
 no fight,Stay away from trouble. (used in the south south region of Nigeria when saying goodbye),Nigeria,
 no lele,Where there is no problem or trouble.,Nigeria,
 no long tin,No beating around the bush,Nigeria,
 no reach,Not enough (usually referring to money),Nigeria,
 no shaking,No problem,Nigeria,
 no vex,don't me mad/ don't be angry,Nigeria,
 no wahala,this basically meansno problem,Nigeria,
 nollywood,Name of Nigerian movie industry,Nigeria,
 noni,On point!,Nigeria,
 nonilizin,"It means to party or hang out alone or with friends,family e tc",Nigeria,
 nor,"another word for no. some use ""nor"" in their text.",Nigeria,
 norlute,Sex,Nigeria,
 nosh,Smoking Indian Hemp,Nigeria,
 nothin de pa,No problems!,Nigeria,
 nothing do me,I'm absolutely fine,Nigeria,
 nothing do you,1. I've got your back. 2. There's nothing wrong with you.,Nigeria,
 nsk,Short form of Nsuka a place in Enugu state Nigeria. ,Nigeria,
 nta,1.nigerian television authority 2. gossiper,Nigeria,
 number six,Intelligencecommon sense,Nigeria,
 nyanfu-nyanfu,plentylots,Nigeria,
 nyanga,Showing offposing,Nigeria,
 nyash am,to have sex.,Nigeria,
 nylon,plastic bag. The kind usually given customers in super markets after good have been bought,Nigeria,
 nysc,Now your suffering continue. A homonymn for National youth service corps   ,Nigeria,
 obago,Something has happeneda bank alert has come through ,Nigeria,
 obioma,mobile tailor who mends clothes. ,Nigeria,
 obj,OBJ-Olusengu ObasanjoNigerian Army general and former President of Nigeria. ,Nigeria,
 obo le wu,Used to describe a male person always after anything in skirt ...juvenileyoungoldfineugly...,Nigeria,
 obodo matress,Use to describe traveling abroad. espcially Canada where all the amenities are readily available,Nigeria,
 obstacle,meat in food,Nigeria,
 ode,fool,Nigeria,
 odoyo,A very stupid personan imbecile,Nigeria,
 oduimitete.,Men who delight in fornicating with very very young girls.,Nigeria,
 officer,Policeman or member of some law enforcement body,Nigeria,
 ofofo,To tell everyone about a person's secret,Nigeria,
 ofofonobs,Ofofonobs is a word which means gossip for the noblesOfofo (gossip)... Nobs (nobles),Nigeria,
 ofor,Ofor is the south street slang for phones.,Nigeria,
 oga,"Boss,master",Nigeria,
 oga ade,this means mister man,Nigeria,
 ogbanje,Word for witch or evil spirit.,Nigeria,
 ogbene.,A kind of fabric sack used by Market women for safe keeping of their sales proceeds which they us...,Nigeria,
 ogbeni,"this is a yoruba word for ""MR.""",Nigeria,
 ogbongeh,something amazing,Nigeria,
 oh boy,Man or friend,Nigeria,
 oibo,White person (man/woman),Nigeria,
 oja ,Cannabis ,Nigeria,
 ojongo,Big mug used in drinking beer or tombo(palm wine),Nigeria,
 ojoro,To cheatusually by manipulating the outcome of a certain event. ,Nigeria,
 ojugo,Someone that uses glasses,Nigeria,
 ojuju,masquerades,Nigeria,
 okada,Motor cycle see:machine,Nigeria,
 okoman,father,Nigeria,
 okoro,also okoroman. An Igbo person.,Nigeria,
 okpe,Fool,Nigeria,
 okpeke,Name for a lustfulflirty girl. A pert girl. A wanton girl,Nigeria,
 okpo,A female who sleeps with men for cash. They are usually seen on roadsides mainly at night.,Nigeria,
 okrika wake up ,A market that sells used items e.g clothingshoes etc,Nigeria,
 ola,,Nigeria,
 olairewaju,liar,Nigeria,
 olaitan,see olairewaju,Nigeria,
 old mama youngie,older women who dress much younger than their ages. women who try to appear young by using too mu...,Nigeria,
 ole,A thiefarmed robber,Nigeria,
 olingo,Extreme enjoyment.  Partying.  Having a good time.,Nigeria,
 olodo,a very dull person,Nigeria,
 olokpa,police officer,Nigeria,
 oloomi,my wife or my sweetheart,Nigeria,
 oloshi,criminal,Nigeria,
 olosho,A standard cunny Prostitute.,Nigeria,
 oluwole,Fake items especially documents,Nigeria,
 omila.,Armed robber.,Nigeria,
 omo,A man or a buddy.,Nigeria,
 omo igbo,a word of Yoruba origin meaning Ibos or Ibo people,Nigeria,
 omo me i don tire abeg o,Since morning i just the the work you think say me i no the tire,Nigeria,
 omo nna,Used by yoruba people to refer to igbo people. See omo igbo,Nigeria,
 omo®,Nigeria most popular brand of detergent. Now used to refer to all forms and brand of detergents,Nigeria,
 omoge,"Slang used to any Fine/Pretty/Cute Girl/Lady/Woman...\""Female\"" Basically.",Nigeria,
 omoh,"Pronoun word for ""this"" or ""that""you referring to someone or something",Nigeria,
 omomo,This is another name for baby.,Nigeria,
 omor,An exclamationused to show somebody is surprised or shocked,Nigeria,
 omor i no dey sleep since guy ,,Nigeria,
 one kyne,"an unusualusually not lovelyfeeling,attitude or manner",Nigeria,
 ontop of,a way of saying on - describing when an event will happen. ,Nigeria,
 onye oshi,Thief,Nigeria,
 opaks (alt. okpata),Nonsense,Nigeria,
 opata,Nonsense,Nigeria,
 opeke,sweet chicks,Nigeria,
 openlenge,a very lean/slim person,Nigeria,
 opia,black magicwitch craft,Nigeria,
 opio,prostitute,Nigeria,
 opulopulo,an albino. usually considered derogatory,Nigeria,
 organizer,1. A host or creator of a party 2. Someone who is know for helping people out,Nigeria,
 origo,also spelled ORIJO. Compare to PIRE. An original CDusually an audio CD. This one has a complete...,Nigeria,
 orijo,OriginalAuthenthicGenuineNon-fake,Nigeria,
 oringo,,Nigeria,
 orishi rishi,Assortment. Assorted things.,Nigeria,
 orishi-rishi,extra things added to spice up a meal,Nigeria,
 orkrika,Fairly used clothes or second handed clothes,Nigeria,
 orobo,a big/fat person,Nigeria,
 orosby,orobofat person,Nigeria,
 osaro,osaro,Nigeria,
 oshe ooh,Thank you oooh,Nigeria,
 oshelengen,1. To show off. (Also See Shakara),Nigeria,
 oshere,Means Girl,Nigeria,
 ota,An enemy/ hater. Of yoruba origin,Nigeria,
 otepu,Girl,Nigeria,
 otondo,Usually used to refer to youth corpers especially the fresh ones still in camp.,Nigeria,
 otumokpo,Fetish (see juju),Nigeria,
 over do,excessively do something,Nigeria,
 over sabi,it means for one to be overbearing,Nigeria,
 oversabi,Used to describe a know-it-all or his behaviour,Nigeria,
 overzee,over ambitious,Nigeria,
 owu, A state in which you are Flat broke,Nigeria,
 oxlade,This is a type of knackingthat involves a man to position like Spiderman to knack energetic and...,Nigeria,
 oya,lets get it on or its on,Nigeria,
 oya na,1. Let\'s go 2.It\'s Time. ,Nigeria,
 oye,aircondition or cool environment/air,Nigeria,
 oyibo,Means that you are a White man or you are not nigerian or a black person with lighter skin  ,Nigeria,
 oyinbo,white people,Nigeria,
 oyinbo pepper,1. An expatriate or foreigner who is generally considered as having an untrained palate for eatin...,Nigeria,
 oyo,On Your Own,Nigeria,
 oyoyo,1. Good times  2. Jollification 3. Welcoming someone coming from a journey,Nigeria,
 ozenge benge,when something make sense ,Nigeria,
 pa le,father Pronounced: Par-leh,Nigeria,
 packer,A dust panshovel like utensil where dust is swept into for removal,Nigeria,
 paco,Broken biscuit mixed with milk and sugar into a paste. Popularized by Adesoye Colege Students.,Nigeria,
 paddy,a friend,Nigeria,
 palava,means problem,Nigeria,
 palaver,Serious form of problem or trouble that one may find difficult to be free.,Nigeria,
 pale,The male parent that gave birth to you.,Nigeria,
 pale and male,Parent's (Father and Mother),Nigeria,
 palikelecolo,My head is getting high,Nigeria,
 palikelecolu,The word was use by upcoming artiste zkyboi which means my head is heading high ,Nigeria,
 palle,daddy,Nigeria,
 pami,palm winewhich is an alcoholic drink which consists of mainly the sap from palm trees. Right wh...,Nigeria,
 panadol,a popular pain relieverwhich is a white tablet. there is also panadol extrawhich is stronger.,Nigeria,
 pancake,Makeup,Nigeria,
 pancake yash,Flat buttomhaving no flesh and bony,Nigeria,
 panku,Mkpamkpankụ the masquerader/maradaurer of slaves,Nigeria,
 papa,Fathergrandfather,Nigeria,
 para,To get angry,Nigeria,
 para /pa-ah-ra/,To hitch a ride.       It could also mean a freeloader.,Nigeria,
 paraga,alcohol,Nigeria,
 parle,Name for father,Nigeria,
 parol,activity,Nigeria,
 paroles,1. Movement 2. Man/woman one is seeing or intends to see,Nigeria,
 parrot,A talkative,Nigeria,
 parti,Party,Nigeria,
 passenja,the way passenger is pronounced.,Nigeria,
 patapata,1. to a complete degree or to the full or entire extent,Nigeria,
 paw,"jibbrish,rubbish",Nigeria,
 pdp,To cheat someone by chorp his money that was given to you to give him. exampleyou were given 35...,Nigeria,
 peche,1.chill out 2.relax,Nigeria,
 peel out,"A variation of the Pidgin English phrase ""cut out"" often used to refer to a hurried escape.",Nigeria,
 pemee,to die.,Nigeria,
 peperepe,A finesexymodel lookingfigure 8 girl,Nigeria,
 pepper,money,Nigeria,
 pepper dem,It is a phrase that means to impress or arrive with swagger,Nigeria,
 pepper don rest,meaning there is a lot of money or I have gotten a lot of money pepper means money ,Nigeria,
 pepper no rest,lack of Money,Nigeria,
 pepper soup,A very spicy soup consisting of mainly goatcow or chicken intestine.,Nigeria,
 personal person,best friend,Nigeria,
 pesin,person,Nigeria,
 pharisee,someone who\'s acting like a fool or someone who doesn\'t belong to the inner circle ,Nigeria,
 phem,To ask someone to be quietkeep still or  keep calm.,Nigeria,
 phoné,1. To speak in a tone that is observes all of the phonics rules.,Nigeria,
 piante,Means go away,Nigeria,
 pick race,Run away swiftly. ,Nigeria,
 pickin,An infant or a little baby.,Nigeria,
 pidgin,Pidgin english is are words at are opposite to english language.,Nigeria,
 pikin,This word means child,Nigeria,
 pipo,people,Nigeria,
 pire,pronounced (PIE-RAY). This is a pirated CDusually an audio CD. This is much cheaper and availab...,Nigeria,
 piroro,Nick name for peter,Nigeria,
 piss,To pass liquid waste from your body,Nigeria,
 pito pito,1. This word is used to describe something disgustingprobably semi liquid. 2. Mud,Nigeria,
 piyom,penis,Nigeria,
 pkoki pkoki,Derogatory term often used refer to sexual intercourse.,Nigeria,
 pkoti,Worthlessbumlike character,Nigeria,
 plant,a large generatorwhich usually supplies electricity to a big building.,Nigeria,
 plaster,1. (Warri slang) meaning to shut up or keep quiet.. It can also mean dont work or to forgive some...,Nigeria,
 plenti plenti,1. A lotabundant,Nigeria,
 poke nose,Getting into someone else\'s business,Nigeria,
 pomo,Cow skinthis is usually prominent form of meat for poor people,Nigeria,
 pomp,Running tap / Faucet,Nigeria,
 pomshele,means fine girl or chick ,Nigeria,
 popori,when someone looks fresh or well kept,Nigeria,
 popsi,father see:fadapapa,Nigeria,
 popsman,father,Nigeria,
 popsy,Referring to one own's father.,Nigeria,
 porti,meaning food not well cooked or mixing food ingredients the wrong way.,Nigeria,
 poshey,Hissing..To Hiss,Nigeria,
 poto-poto,Muddirty watermuddy or murky sanded water,Nigeria,
 poundi,pounded yam,Nigeria,
 pour eye,To check out a place or something,Nigeria,
 pra,leave quicklyescape,Nigeria,
 prack,To have sexual intercourse,Nigeria,
 prais,To bargain or to haggle,Nigeria,
 presido,President or chairman of a group,Nigeria,
 press,To fondle,Nigeria,
 prick,the privat part of a male. penis,Nigeria,
 prizin,Means: Prison Jail House Arestlock up with criminals,Nigeria,
 provision,This is a term used to describe foodusually junk food like cookiessodainstant noodles given...,Nigeria,
 puff puff,popular bread-like snack made from dough. It is usually little round balls.  ,Nigeria,
 puna,A woman's vigina,Nigeria,
 pupse,Simply means old man,Nigeria,
 pupsi,daddy,Nigeria,
 pure,Don't feel right,Nigeria,
 pure watar,locally sold packets of drinking wateralso used to ask for a tip,Nigeria,
 purge,Diarrhea ,Nigeria,
 pussy,Vagina,Nigeria,
 quams,Problems or headache,Nigeria,
 quanta,troubleproblem,Nigeria,
 quench,1. Switch off,Nigeria,
 quick quick,quickly,Nigeria,
 qwyan,"It means "" What! "" 
When you heard something wrong or bad. it is a form of exclamation",Nigeria,
 raina,disrespect,Nigeria,
 rake,1. Empty boasting 2. Venting,Nigeria,
 raz,1. unsophisticatedlocal,Nigeria,
 razz,untidyroughdirty and bad looking,Nigeria,
 reach,Arrivecome to,Nigeria,
 reign,When someone is popular or when something is in vogue or trendy.,Nigeria,
 relass,To relax or cool down. Become less tense or anxious.,Nigeria,
 relate,To talk or to communicate ,Nigeria,
 remain small,1. Nearlyalmost,Nigeria,
 remote control,To control person with Voodoo,Nigeria,
 ride,Any flashy car is referred to as ride.,Nigeria,
 rimuv,Remove,Nigeria,
 ringtone,The sounds a girl makes in bed,Nigeria,
 roadside,A term used as a prefix to so many other words like for example a roadside doctor would mean a qu...,Nigeria,
 robb,a balm which is rubbed on the skin surface to take away pains. sometimes ignorant people may use ...,Nigeria,
 rodah,Julius georgey girl frend,Nigeria,
 roll,to MoveWalkor go away,Nigeria,
 run things,to make things happen especially when you come out successful or to be in total control. A good w...,Nigeria,
 runs,means: Dealor businessor prostitution depending on context.,Nigeria,
 runz,In the process of wooing a girlsee: toast,Nigeria,
 runz girl,A high class prostitute. A runz girl does not stand in the streets to get customers. ,Nigeria,
 s.m.b,S.M.B (senior man on board) is an afropop singer from benue state,Nigeria,
 sabi,to know something or someone,Nigeria,
 sabi sabi,someone who behaves as if he/she knows everything. someone who is too forward.,Nigeria,
 sabina,A female know it all.,Nigeria,
 sabinus,A male know it all... ,Nigeria,
 sagba,A homosexual male.,Nigeria,
 sai,An exclamation mostly used by Calabar people,Nigeria,
 sakoro,runto run ( to scamper),Nigeria,
 sakpa,1. (Warri Slang) Meaning get lost you r not needed. Fuck off.,Nigeria,
 sam sam,Never,Nigeria,
 same blood ,,Nigeria,
 sand-sand,sandsandya lot of sand,Nigeria,
 sanko,prison,Nigeria,
 sapa,,Nigeria,
 sapele water,Another name for Ogogoro,Nigeria,
 sauthi,also called south africa,Nigeria,
 sayo,1. BoozeLiquorAny alchoholic Drink (name) 2. get Drunk (verb),Nigeria,
 scarniversary ,A day for survivors of domestic violence to celebrate their liberation from abuse.,Nigeria,
 science man,Usually used to refer to men who practice traditional/herbal sects,Nigeria,
 scrap,"barbaric,destroyed",Nigeria,
 scrobo,A known and confirmed promiscuous woman who has performed sexual favours to several men for free ...,Nigeria,
 see mi trouble,Why are you bringing me trouble,Nigeria,
 see ya hand,Acknowledging the receipt of a gift or bribe,Nigeria,
 sef,Used to express one's irritation or impatience.,Nigeria,
 sele,Happen. ,Nigeria,
 sempe,"Means ""to stay aside"" or ""to keep away from something or somewhere""",Nigeria,
 senge menge,when somethings goes well according to plan,Nigeria,
 senti,Someone starts talking rubbish because they are under the influence of a high presence of food or...,Nigeria,
 set,looking good,Nigeria,
 shabi,"A word that can be crudely defined as ""i think""",Nigeria,
 shack,To be intoxicated or mesmerized by something.,Nigeria,
 shak,to drink. especially alcohol.,Nigeria,
 shakara,This word means when someone is posing or showing off,Nigeria,
 shaki,A part of a cow\'s intestine. Used for making pepper soup.,Nigeria,
 shalam,This a prostitute or a loose girl,Nigeria,
 shalams,1)Prostitute 2) Loose and random girl,Nigeria,
 shame - shame,being shya shy person,Nigeria,
 shandy,Twenty naira note,Nigeria,
 shari,Forget about something ,Nigeria,
 sharp sharp,Without delay.,Nigeria,
 sharp up,smarten up,Nigeria,
 sharply,"A variation of the pidgin English phrase ""Sharp sharp"" meaning to administer or perform quickly/ ...",Nigeria,
 sharrap,Shut up,Nigeria,
 shawry,girlfriend,Nigeria,
 shayo,1. Intoxicating drinks such as beerswhiskygin e.t.c 2. Shayo could also mean being drunk  ,Nigeria,
 shebi,You agree? seeking approval.,Nigeria,
 shege,pronounce \'Shay-gay\' is a swear word  ,Nigeria,
 sheh kpe,"An exclamation to show surprise,amazement.",Nigeria,
 shekpe,Any hot drink.  Or local gin that can be consumed.,Nigeria,
 shenging ,means: To have sex with someone,Nigeria,
 shenkes,It is used when refering to a girl.,Nigeria,
 shewe,prostitute,Nigeria,
 shey,Right? Or is,Nigeria,
 shi shi,Having nothingit terms of material possession,Nigeria,
 shift,Move,Nigeria,
 shikala,a girl,Nigeria,
 shikena,It literally means period.,Nigeria,
 shima,Shima means heart in tiv language,Nigeria,
 shin gbai,Money,Nigeria,
 shine,casual sex,Nigeria,
 shine eye,Be on your guard or be careful ,Nigeria,
 shine shine,1. GlamorousRadiant 2. Stunting,Nigeria,
 shine shine bobo,1. Flashytrendy guy,Nigeria,
 shine ur eye,be vigilant,Nigeria,
 shine your eye,to observe things happening around u properly,Nigeria,
 shine yua 32,show all 32 of your teeth.  to smile widely.,Nigeria,
 shingbain,Absolutely NOTHING ,Nigeria,
 shingban,Meaning : I don\'t have a dime or am broke,Nigeria,
 shingke,Name for edible female termites/ant that are bigger than normal ones. Usually seen at night after...,Nigeria,
 shit,1. Faeces,Nigeria,
 shittor,When someone has something too big,Nigeria,
 shiuo,an informal way of starting a statementindicating shocksurpriseamusement or fright.,Nigeria,
 shnap,Dry Gin,Nigeria,
 sho,what,Nigeria,
 sho bele,Phrase used to describe a half-top usually worn by women,Nigeria,
 shodi,A very attractive girl/woman,Nigeria,
 shoki,A dance style popularized by a Nigerian hip hop song whereby the dancers dip their hands low into...,Nigeria,
 shoo,EXCLAMATION WORD,Nigeria,
 shook,to stab. also chuk,Nigeria,
 show,come or meet up with someone,Nigeria,
 shu,1. An indication of excitement or surprise. ,Nigeria,
 shun,Ignore,Nigeria,
 shuo o!,Exclamation to a surpriseSign of disgust,Nigeria,
 shuoooo,Means 'really?' with intention to mock,Nigeria,
 shuru,Silence,Nigeria,
 shwo,seriously? (surprised),Nigeria,
 sidon,to sit down,Nigeria,
 simfoe,simple friend on eartha way of saying best friend,Nigeria,
 sk,another name for marijuana in Afikpo...,Nigeria,
 skata,"Skata or ""Scatter"" 

A word used to describe strong impact of a thingaction and or movement",Nigeria,
 skelewu,Being decieved,Nigeria,
 skeroo ,brainmind ,Nigeria,
 sketch,steal,Nigeria,
 sketout,Get out,Nigeria,
 skink,To forget about something OR to describe an action,Nigeria,
 skrep,Someone that is dirty and sometimes not up to standard. Most especially the females,Nigeria,
 skunk,Weed,Nigeria,
 sky,To disappear ,Nigeria,
 slacka,Slow thinking person. ,Nigeria,
 slap,to trekto walk a long distance.,Nigeria,
 smal skul,Kindergarten,Nigeria,
 small small,To do in a gentle manner ,Nigeria,
 smash,To have sex,Nigeria,
 sme sme,sluggishlyvery dull,Nigeria,
 so tey,until,Nigeria,
 soapy,ask Naira marly,Nigeria,
 soda-soap,From washing soda/sodium carbonat: locally made for domestic use and is generally white/pure with...,Nigeria,
 sofri sofri,Go easy,Nigeria,
 soja man,20 Naira,Nigeria,
 soji,A soldier (usually used in southern nigeria),Nigeria,
 solo,Beans,Nigeria,
 sompido,sex,Nigeria,
 sorfri sorfri,easy or take it easy,Nigeria,
 sori,sorry,Nigeria,
 sos,Dish,Nigeria,
 soso,Borrowed from Igbo meaning 'Only' but in pidgin it mean 'is that all'.,Nigeria,
 sound you,Hot slap in the face,Nigeria,
 spensow bowton,fucking cunt idiot who needs a safe space,Nigeria,
 splaro,Ashawo,Nigeria,
 splufic,Something amazingwonderfulsplendidIncredibleunique...etc,Nigeria,
 splufik,\'\'Adj.\'\' It simply means fantastic...,Nigeria,
 spoot up,Dress up smartly. Looking flashy.,Nigeria,
 spray,To shower guests dancing at a function such as a wedding with money.,Nigeria,
 spread ,When someone is showing off or over filling himself ,Nigeria,
 spunky,it means sex,Nigeria,
 sput,To dress in a very nice way,Nigeria,
 square,to give or to pay up,Nigeria,
 squeeze face,1. To be frustrated ,Nigeria,
 steez,stuff,Nigeria,
 stew,A way of saying something is great,Nigeria,
 strafe,To have sex,Nigeria,
 straff,To have sex,Nigeria,
 stroke,To insult or mock mercilessly.,Nigeria,
 strong head,stubborn ,Nigeria,
 strong thing,something bad,Nigeria,
 sturv,stuff,Nigeria,
 suckaway,Sewagewaste disposal system in residential areas,Nigeria,
 suegbe,Idiotslow person,Nigeria,
 sule,a foolish person who is rather slow at anything,Nigeria,
 sun shade,Sun glasses,Nigeria,
 sure boy,A guy who there is no doubt in anyones mind he is on the path to success or is already successful.,Nigeria,
 suya,Very hot and spicy meat roasted on wooden skewers,Nigeria,
 swag,to be cool,Nigeria,
 swave,to steal,Nigeria,
 sweet,Candy,Nigeria,
 tafia,Gossip 1.(also see aproko) 2. (Ofofo) 3. (Amebo),Nigeria,
 tah,a wordcommon among the Igbo peoplemeaning never or unaccepable,Nigeria,
 take leg,To walk,Nigeria,
 take style,Indirect manner. also see mago-mago,Nigeria,
 talk true,speak the truth,Nigeria,
 talkative,Someone who talks too much,Nigeria,
 tanda,Standloitering,Nigeria,
 tap,beatiful,Nigeria,
 tapioca,A meal made from cassava,Nigeria,
 tapping,Stealing,Nigeria,
 tata,baby,Nigeria,
 tatafo,1. nosy person,Nigeria,
 tatiana,a person esp. a female who likes to act like a prostitute around men,Nigeria,
 tay,Long [time],Nigeria,
 tdb,Abbrv. Till Day Break. Usually used when someone is studying for an exam all night,Nigeria,
 te te ,The word is used to describe something that has happened a while or long time ago ,Nigeria,
 tear eye,to be angry with someone ,Nigeria,
 tear race,To run at full force,Nigeria,
 tear rubber,Brand new car,Nigeria,
 tear shot,Kick a hot shot during a football match,Nigeria,
 tear-leg,To tell someone something that is not trueas a joke.,Nigeria,
 tek time,be careful or stay out of my way,Nigeria,
 televishun,To flaunt or show off.,Nigeria,
 television,Show off,Nigeria,
 teo,This a slang used in secondary schools to refer to masturbation,Nigeria,
 tere,Picking on a person,Nigeria,
 test,,Nigeria,
 tewe,Private part,Nigeria,
 tey,Taken a long time,Nigeria,
 the party don dey shele,,Nigeria,
 this place no go better again,there is no hope of improvement for this place,Nigeria,
 throw blow,To Punch,Nigeria,
 throway blow,To punch or hit someone your fist,Nigeria,
 throway salute,Give a big shout out,Nigeria,
 thunder fire you,I hope you get struck by lightening  Pronounced: Tondah Fah-ya you ,Nigeria,
 tief,Thiefe,Nigeria,
 tifet,It mean when someone is very funny.,Nigeria,
 tiff,Noun: thief,Nigeria,
 tight,to be good at something,Nigeria,
 tile,its a word how you use to call your girl who you like love,Nigeria,
 time na money,Time is precious,Nigeria,
 tk,An abbreviation or acronym of the names Taiwo and Kenny (names given to twins),Nigeria,
 to smell mouth,to use abusive words in a conversation ,Nigeria,
 toast,To woo a girlgive her some player lyrics,Nigeria,
 tofia,"a curse word of igbo origin used to reject something from happening or simply ""God forbid""",Nigeria,
 tokumbo,1. Second hand (used),Nigeria,
 tokunbo,faily used or second handed stuff,Nigeria,
 tolotolo,1.Turkey. 2. Show off,Nigeria,
 too know,someone who is too forward. someone who behaves like he/she knows everything. ,Nigeria,
