radyografi,x-ray,Haitian
"zenofobi, pé etranje",xenophobia,Haitian
fotokopye,xerox,Haitian
nwèl,xmas,Haitian
"zilofòn,Y,Y ~ Kreyol pronunciation ( igreg ),-( i sounds like an e = egreg ) ",xylophone,Haitian
lakou,yard,Haitian
twa pye,yard (3 feet),Haitian
fil,yarn,Haitian
baye,yawn,Haitian
"ane, lane",year,Haitian
sipliye,yearn,Haitian
leven,yeast,Haitian
"rele, kriye",yell,Haitian
jòn,yellow,Haitian
wi,yes,Haitian
yè,yesterday,Haitian
"deja, anko, toujou",yet,Haitian
"donnen, bay",yield,Haitian
jònze,yolk,Haitian
laba,yonder,Haitian
ou,you,Haitian
"jèn, jenn",young,Haitian
ou,your,Haitian
ou-menm,yourself,Haitian
lajenès,youth,Haitian
yanm,yam,Haitian
yanvalou,dance rhythm (:voodoo),Haitian
yaya,kind of fish - kind of dance,Haitian
yè oswa (yè swa),last night,Haitian
ye,to be (kouman ou ye?,Haitian
yè,yesterday,Haitian
yenyen (nyennyen),t whine (complain),Haitian
yingyang,"feud, quarrel",Haitian
yo,"they, them, their",Haitian
yòd (iyòd),iodine,Haitian
yòde (iyòde),iodized,Haitian
yogout,yogurt,Haitian
yon,"a, an",Haitian
yon moun,somebody,Haitian
yon sans,one-way,Haitian
yon fwa,once,Haitian
yon moun,someone,Haitian
youn,unit,Haitian
youn (yonn),one,Haitian
youyou [ loulou(t) ],tapeworm,Haitian
yoyo,yo-yo (toy),Haitian
yoyo (yoyo-l),penis,Haitian
anprèsman,zeal,Haitian
zewo,zero,Haitian
antren,zest,Haitian
"zigzag,  zigzage",zigzag,Haitian
zenk,zinc,Haitian
"zip,  zipe",zip,Haitian
kòd postal,zip code,Haitian
"zòn, rejyon",zone,Haitian
zou,zoo,Haitian
"rale,Z",zoom,Haitian
zaboka,avocado,Haitian
zaf? (af?),"matter, affair, situation. belongings",Haitian
zam,weapon,Haitian
zandolit,lizard,Haitian
zangi,eel,Haitian
zanmi lekol,classmate,Haitian
zanmi (patnè),"buddy, partner",Haitian
zanmi,acquaintance,Haitian
zanmi,friend,Haitian
zannanna,pineapple,Haitian
zanno,earings,Haitian
Zantiy,Antilles,Haitian
zantray,entrails,Haitian
zantray,gut,Haitian
zariyen,spider,Haitian
zaviron,oar,Haitian
zè,caviar,Haitian
zè,egg,Haitian
zèb,"grass, hay.",Haitian
"  zegui (zegi, egui) ",needle,Haitian
zeklè (eklè),lightning,Haitian
zèl,wing,Haitian
zen (v. kwoke),hook,Haitian
zenk,zinc,Haitian
zenglen,fragment of broken glass,Haitian
"zenglendo,  terrorize or kill.",bandits - armed criminals operating on their own or recruited to,Haitian
zenofobi,xenophobia,Haitian
zepeng,pin,Haitian
zepis,herb,Haitian
zepis,spice,Haitian
zèpòl,shoulder,Haitian
zesèl,armpit,Haitian
zetazini,United States,Haitian
zetwal,star,Haitian
zèv,charity,Haitian
zèwo,zero,Haitian
zigzage,zigzag,Haitian
zile,island,Haitian
zilofòn,xylophone,Haitian
Zin,gossip,Haitian
"zip, (v. zipe)",zip,Haitian
zipe,zip,Haitian
zo,bone,Haitian
zòkò,"skeleton like, walking skeleton",Haitian
zokòt,rib,Haitian
zòn,zone,Haitian
zòn,area,Haitian
zonbi,ghost - zombi,Haitian
zong,fingernail - toenail,Haitian
"  zongle (koupe, kase boujon) ",nip,Haitian
zongle,pinch,Haitian
zonyon,onion,Haitian
zoranj,orange,Haitian
zorèy,ear,Haitian
zorye,pillow,Haitian
zotèy,toe,Haitian
zou,zoo,Haitian
zouti,tool,Haitian
zuit (zwit),oyster,Haitian
zwa,goose,Haitian
zwazo,bird,Haitian
zye,eye,Haitian
fé (sô)  lapriyè,"say (one's) prayers, pray",Louisiana Creole
pa-d-kwa,phryou're welcome,Louisiana Creole
fé sô nidé,make up one's mind,Louisiana Creole
alon,let's,Louisiana Creole
fé (sô)  dévwa,do one's homework,Louisiana Creole
fé (sô)  ménaj,do one's chores,Louisiana Creole
zafær,zanan,Louisiana Creole
jœn,young,Louisiana Creole
enkòr,yet,Louisiana Creole
yær,yesterday,Louisiana Creole
jonn,yellow,Louisiana Creole
"hélé, hèl","yell,shout",Louisiana Creole
(l) ané,year,Louisiana Creole
(z) an,year (for counting age),Louisiana Creole
(la) kour,yard,Louisiana Creole
ékri,write,Louisiana Creole
vo,worth,Louisiana Creole
vo,worth,Louisiana Creole
"trakasé, trakas",worry,Louisiana Creole
(dé) vær,worm,Louisiana Creole
louvraj,work,Louisiana Creole
ouvraj,work,Louisiana Creole
travay,work,Louisiana Creole
"travayé, travay",work,Louisiana Creole
paròl,word,Louisiana Creole
dibwa,"wood,woods",Louisiana Creole
dibwa,"wood,woods",Louisiana Creole
fenm,"woman,wife",Louisiana Creole
fenm,"woman,wife",Louisiana Creole
san,without,Louisiana Creole
avèk,with,Louisiana Creole
avèk,with,Louisiana Creole
fil,"wire,string",Louisiana Creole
fil,"wire,string",Louisiana Creole
livær,winter,Louisiana Creole
divin,wine,Louisiana Creole
(la) finèt,window,Louisiana Creole
(la) finèt,window,Louisiana Creole
diven,wind,Louisiana Creole
"ganñé, ganñ","win,earn",Louisiana Creole
"fònné, fònn",wilt,Louisiana Creole
sol,willow tree,Louisiana Creole
faroush,"wild,untamed",Louisiana Creole
kòfær,why,Louisiana Creole
ki,"who,what,that (in relative clauses)",Louisiana Creole
ki,"who,what,that (in relative clauses)",Louisiana Creole
blanshi,whitewash,Louisiana Creole
blanshi,whitewash,Louisiana Creole
blan,white,Louisiana Creole
blan,white,Louisiana Creole
"siflé, sif",whistle,Louisiana Creole
wiski,whiskey,Louisiana Creole
tandi,while,Louisiana Creole
kèl,"which,what",Louisiana Creole
kèl,"which,what",Louisiana Creole
éyou,where,Louisiana Creole
éyou,where,Louisiana Creole
ékan,when,Louisiana Creole
kan,when,Louisiana Creole
kwa,what,Louisiana Creole
ça...?,what...?,Louisiana Creole
kèl...?,what...?,Louisiana Creole
ki ça...?,what...?,Louisiana Creole
ki çé...?,what...?,Louisiana Creole
ki...?,what...?,Louisiana Creole
kèl...?,what...?,Louisiana Creole
"mouyé, mouy","wet,rain",Louisiana Creole
wès,west,Louisiana Creole
lougarou,werewolf,Louisiana Creole
fin-lasmèn,weekend,Louisiana Creole
fin-lasmèn,weekend,Louisiana Creole
(la) smènn,week,Louisiana Creole
mærkrédi,Wednesday,Louisiana Creole
tem,"weather,time",Louisiana Creole
fèb,weak,Louisiana Creole
fèb,weak,Louisiana Creole
mòyær,"way (of doing),kinda",Louisiana Creole
dolo,water,Louisiana Creole
"gèté, gèt","watch,look at",Louisiana Creole
djèp,wasp,Louisiana Creole
aværti,warn,Louisiana Creole
aværti,warn,Louisiana Creole
olé,want,Louisiana Creole
ve,want,Louisiana Creole
(la) miray,wall,Louisiana Creole
"marshé, marsh",walk,Louisiana Creole
"marshé, marsh",walk,Louisiana Creole
"spéré, èspær",wait,Louisiana Creole
èspær (pou) ,wait (for),Louisiana Creole
èspær (pou) ,wait (for),Louisiana Creole
vwayaj,"voyage,trip",Louisiana Creole
vwayaj,"voyage,trip",Louisiana Creole
vou,vouzòtzòt,Louisiana Creole
vou,vouzòtzòt,Louisiana Creole
vomi,vomit,Louisiana Creole
vomi,vomit,Louisiana Creole
"rèshté, rèshèt","vomit,throw up",Louisiana Creole
(la) vwa,voice,Louisiana Creole
(la) vwa,voice,Louisiana Creole
"vizité, vizit",visit (person or place),Louisiana Creole
"vizité, vizit",visit (person or place),Louisiana Creole
vyolèt,"violet (flower),violet (color)",Louisiana Creole
vyolèt,"violet (flower),violet (color)",Louisiana Creole
vinég,vinegar,Louisiana Creole
vidyo,video,Louisiana Creole
jardinaj,vegetables,Louisiana Creole
itil,useful,Louisiana Creole
abichud,used to,Louisiana Creole
"izé, iz",use,Louisiana Creole
"særvi, sær",use,Louisiana Creole
"ménajé, ménaj","use sparingly,economize",Louisiana Creole
"ménajé, ménaj","use sparingly,economize",Louisiana Creole
Létazini,USA,Louisiana Creole
"boulværsé, boulværs","upset,change suddenly",Louisiana Creole
enlær,"up,on,above",Louisiana Creole
jiska,until,Louisiana Creole
inik,unique,Louisiana Creole
malèrèzmen,unfortunately,Louisiana Creole
kalçon,underwear,Louisiana Creole
komprenn,understand,Louisiana Creole
nonk,uncle,Louisiana Creole
nonk,uncle,Louisiana Creole
lèd,ugly,Louisiana Creole
koundjay,type of dance,Louisiana Creole
dé,two,Louisiana Creole
branshaj,"twigs,kindling",Louisiana Creole
vin,twenty,Louisiana Creole
vin-dé,twenty-two,Louisiana Creole
vint-é-ènn,twenty-one,Louisiana Creole
douz,twelve,Louisiana Creole
"tòrné, tòrn",turn,Louisiana Creole
"tòrné, tòrn",turn,Louisiana Creole
sòrti salé,turn out bad,Louisiana Creole
fé zan,turn (an age),Louisiana Creole
mardi,Tuesday,Louisiana Creole
"séyé, séy",try,Louisiana Creole
tròs,trust,Louisiana Creole
vré,TRUE,Louisiana Creole
vré,TRUE,Louisiana Creole
tròk,truck,Louisiana Creole
narb,tree,Louisiana Creole
trézòr,treasure,Louisiana Creole
rodayœr,traveller,Louisiana Creole
"vwayajé, vwayaj",travel,Louisiana Creole
"vwayajé, vwayaj",travel,Louisiana Creole
"rodayé, roday","travel on the road,roam,gallivant",Louisiana Creole
"trènné, trènn","trail,drag",Louisiana Creole
vilaj,town,Louisiana Creole
mal-o-den,toothache,Louisiana Creole
den,tooth,Louisiana Creole
zouti,tool,Louisiana Creole
tro,too,Louisiana Creole
aswa,tonight,Louisiana Creole
aswa,tonight,Louisiana Creole
tomat,tomato,Louisiana Creole
tomat,tomato,Louisiana Creole
komod,toilet,Louisiana Creole
ensenm,together,Louisiana Creole
zòrtèy,toe,Louisiana Creole
jòrdi,today,Louisiana Creole
taba,tobacco,Louisiana Creole
krapo,toad,Louisiana Creole
fwa,time,Louisiana Creole
tig,tiger,Louisiana Creole
tig,tiger,Louisiana Creole
tikèt,ticket,Louisiana Creole
tikèt,ticket,Louisiana Creole
jédi,Thursday,Louisiana Creole
tònær,thunder,Louisiana Creole
tònær,thunder,Louisiana Creole
"garoshé, garòsh",throw,Louisiana Creole
"jété, jèt","throw,get rid of",Louisiana Creole
fé sosyété,throw a party,Louisiana Creole
trò,three,Louisiana Creole
mil,"thousand,mile",Louisiana Creole
trent,thirty,Louisiana Creole
trent-é-ènn,thirty-one,Louisiana Creole
trèz,thirteen,Louisiana Creole
swaf,thirsty,Louisiana Creole
"pensé, pens",think,Louisiana Creole
"pensé, pens",think,Louisiana Creole
"jonglé, jong (pou/enho/apré) ",think about,Louisiana Creole
kishòj,"thing,something",Louisiana Creole
dri,"thick (with),heavy",Louisiana Creole
la,"there,here,then",Louisiana Creole
nora,there will be,Louisiana Creole
nora,there will be,Louisiana Creole
inavé,there was/were,Louisiana Creole
ina,there is/are,Louisiana Creole
pi,then,Louisiana Creole
pi,then,Louisiana Creole
ofon,the bottom,Louisiana Creole
ke,"than,that",Louisiana Creole
ke,"than,that",Louisiana Creole
Tèksas,Texas,Louisiana Creole
dis,ten,Louisiana Creole
"montré, mont","teach,show",Louisiana Creole
dité,tea,Louisiana Creole
"gouté, gou",taste,Louisiana Creole
"gouté, gou",taste,Louisiana Creole
prenn,take,Louisiana Creole
"oté, ot","take off,remove",Louisiana Creole
(la) ké,tail,Louisiana Creole
(la) ké,tail,Louisiana Creole
(la) tab,table,Louisiana Creole
siro,"syrup,womanizer",Louisiana Creole
"najé, naj",swim,Louisiana Creole
"bèñé, bèñ","swim,bathe",Louisiana Creole
"bèñé, bèñ","swim,bathe",Louisiana Creole
dou,sweet,Louisiana Creole
patat dous,sweet potato,Louisiana Creole
patat dous,sweet potato,Louisiana Creole
"balé, bal",sweep,Louisiana Creole
swé,sweat,Louisiana Creole
fé særmen,swear,Louisiana Creole
særmen,"swear,promise",Louisiana Creole
sipriyær,"swamp,cypress swamp",Louisiana Creole
étòné,surprised,Louisiana Creole
étòné,surprised,Louisiana Creole
nom-d-famiy,surname,Louisiana Creole
nom-d-famiy,surname,Louisiana Creole
sûr,"sure,certain",Louisiana Creole
sipozé (pou) ,supposed to,Louisiana Creole
"sipozé, sipòz",suppose,Louisiana Creole
soupé,supper,Louisiana Creole
supærb,"super,wonderful",Louisiana Creole
soléy-koushé,sunset,Louisiana Creole
soléy-lévé,sunrise,Louisiana Creole
patasa,sunfish,Louisiana Creole
patasa,sunfish,Louisiana Creole
dimansh,Sunday,Louisiana Creole
soléy,sun,Louisiana Creole
lété,summer,Louisiana Creole
(dé) kann,sugarcane,Louisiana Creole
disik,sugar,Louisiana Creole
"sisé, sis",suck,Louisiana Creole
tèl,such,Louisiana Creole
bèt,"stupid,animal",Louisiana Creole
bèt,"stupid,animal",Louisiana Creole
"étidyé, étidi",study,Louisiana Creole
"étidyé, étidi",study,Louisiana Creole
étidyan,student,Louisiana Creole
étidyan,student,Louisiana Creole
fòr,"strong,loud",Louisiana Creole
(la) pay,"straw,husk",Louisiana Creole
(la) pay,"straw,husk",Louisiana Creole
stov,stove,Louisiana Creole
listwar,story,Louisiana Creole
boutik,store,Louisiana Creole
sto,store,Louisiana Creole
"arété, arèt",stop,Louisiana Creole
"arété, arèt",stop,Louisiana Creole
vent,"stomach,belly",Louisiana Creole
mal-o-vent,stomach ache,Louisiana Creole
stìl,still,Louisiana Creole
pikan,"sticker,thorn",Louisiana Creole
pikan,"sticker,thorn",Louisiana Creole
baton,stick,Louisiana Creole
"étoufé, étouf","stew,smother",Louisiana Creole
"étoufé, étouf","stew,smother",Louisiana Creole
"rèsté, rès","stay,remain,habitate,live,dwell",Louisiana Creole
fé lougarou,stay out late gallivanting,Louisiana Creole
léta,state,Louisiana Creole
"komensé, komens","start,begin",Louisiana Creole
létwal,star,Louisiana Creole
débout,"standing,awake",Louisiana Creole
lèskalyé,"stairs,staircase",Louisiana Creole
"baloté, balot",stagger,Louisiana Creole
kiréy,squirrel,Louisiana Creole
printem,spring,Louisiana Creole
kiyær,spoon,Louisiana Creole
"patouyé, patouy",splash around,Louisiana Creole
"patouyé, patouy",splash around,Louisiana Creole
"krashé, krash",spit,Louisiana Creole
lèspri,"spirit,intelligence",Louisiana Creole
spìnn,spin records,Louisiana Creole
zaryin,spider,Louisiana Creole
épis,spice,Louisiana Creole
épis,spice,Louisiana Creole
pimenté,"spice,spicy,spiced",Louisiana Creole
"parlé, parl",speak,Louisiana Creole
spañol,Spanish,Louisiana Creole
Lèspañol,"Spanish (language),Spaniard",Louisiana Creole
Spañol,Spaniard,Louisiana Creole
"sinmé, sinm",sow,Louisiana Creole
sidès,southeast,Louisiana Creole
sid,south,Louisiana Creole
(la) soup,soup,Louisiana Creole
namm,soul,Louisiana Creole
dézolé,sorry,Louisiana Creole
dézolé,sorry,Louisiana Creole
shagrin,"sorry,sad",Louisiana Creole
shagrin,"sorry,sad",Louisiana Creole
talœr,soon,Louisiana Creole
shanson,song,Louisiana Creole
shanson,song,Louisiana Creole
bo-fis,son-in-law,Louisiana Creole
bo-fis,son-in-law,Louisiana Creole
kèk plas,somewhere,Louisiana Creole
kèk plas,somewhere,Louisiana Creole
défwa,sometimes,Louisiana Creole
kèk zafær,something,Louisiana Creole
kèk zafær,something,Louisiana Creole
dê,some,Louisiana Creole
kèk,some,Louisiana Creole
kèk,some,Louisiana Creole
sofa,"sofa,couch",Louisiana Creole
ça-fé,so,Louisiana Creole
pokapok,so-so,Louisiana Creole
tan,"so many,so",Louisiana Creole
si tèlmen,"so (to emphasize an adjective),so much,so many",Louisiana Creole
(la) nèj,snow,Louisiana Creole
"néjé, nèj",snow,Louisiana Creole
"étærné, étærn",sneeze,Louisiana Creole
"étærné, étærn",sneeze,Louisiana Creole
kawènn,snapping turtle,Louisiana Creole
kawènn,snapping turtle,Louisiana Creole
(la) boukònn,smoke,Louisiana Creole
"fimé, fimm",smoke tobacco,Louisiana Creole
"fimé, fimm",smoke tobacco,Louisiana Creole
boukònné,"smoke (meat),smoked",Louisiana Creole
smat,smart,Louisiana Creole
piti,"small,little",Louisiana Creole
ti,"small,little",Louisiana Creole
dousmen,"slow,slowly",Louisiana Creole
(la) gli,slime,Louisiana Creole
(la) gli,slime,Louisiana Creole
"dòrmi, dòr",sleep,Louisiana Creole
syèl,"sky,heaven",Louisiana Creole
(la) po,skin,Louisiana Creole
swasant,sixty,Louisiana Creole
swasant-é-ènn,sixty-one,Louisiana Creole
sèz,sixteen,Louisiana Creole
sis,six,Louisiana Creole
asit,sit,Louisiana Creole
asit,sit,Louisiana Creole
sœr,sister,Louisiana Creole
bèl-sœr,sister-in-law,Louisiana Creole
bèl-sœr,sister-in-law,Louisiana Creole
"shanté, shant",sing,Louisiana Creole
"shanté, shant",sing,Louisiana Creole
nòtis,sign,Louisiana Creole
nòtis,sign,Louisiana Creole
siñ,sign,Louisiana Creole
malad,sick,Louisiana Creole
pé,"shut up,quiet",Louisiana Creole
pé,"shut up,quiet",Louisiana Creole
shevrèt,shrimp,Louisiana Creole
shevrèt,shrimp,Louisiana Creole
zépol,shoulder,Louisiana Creole
kout,short,Louisiana Creole
soulyé,shoes,Louisiana Creole
"shiyé, shiy",shit,Louisiana Creole
"shiyé, shiy",shit,Louisiana Creole
shimij,shirt,Louisiana Creole
shimij,shirt,Louisiana Creole
batimen,ship,Louisiana Creole
"briyé, briy",shine,Louisiana Creole
(l) abri,shelter,Louisiana Creole
kokiy,shell,Louisiana Creole
mouton,sheep,Louisiana Creole
"brizé, briz",shatter,Louisiana Creole
"partajé, partaj",share,Louisiana Creole
"partajé, partaj",share,Louisiana Creole
hont,shame,Louisiana Creole
domaj,"shame,damage",Louisiana Creole
(l) ombraj,shade,Louisiana Creole
swasant-dis,seventy,Louisiana Creole
swasant-onz,seventy-one,Louisiana Creole
dis-sèt,seventeen,Louisiana Creole
sèt,seven,Louisiana Creole
sèptemb,September,Louisiana Creole
"voyé, vòy","send,throw",Louisiana Creole
"voyé, vòy","send,throw",Louisiana Creole
venn,sell,Louisiana Creole
gin lè,"seem,appear",Louisiana Creole
senm,"seem,appear,look like",Louisiana Creole
"sharshé, sharsh","seek,look for",Louisiana Creole
"sharshé, sharsh","seek,look for",Louisiana Creole
grènn,seed,Louisiana Creole
grènn,seed,Louisiana Creole
war,see,Louisiana Creole
dèzyèm,second,Louisiana Creole
dèzyèm,second,Louisiana Creole
(la) sézon,season,Louisiana Creole
"sézonné, sézonn","season,seasoned",Louisiana Creole
"graté, grat",scratch,Louisiana Creole
"graté, grat",scratch,Louisiana Creole
lékòl,school,Louisiana Creole
di,"say,tell",Louisiana Creole
di,"say,tell",Louisiana Creole
"sové, sov",save,Louisiana Creole
sosis,sausage,Louisiana Creole
(la) sòs,sauce,Louisiana Creole
sanmdi,Saturday,Louisiana Creole
sasafra,sassafras,Louisiana Creole
paréy,"same,similar",Louisiana Creole
minm,"same,even",Louisiana Creole
salé,"salt,salted",Louisiana Creole
(la) salad,salad,Louisiana Creole
tris,sad,Louisiana Creole
rouyé,"rusted,rusty",Louisiana Creole
rouyé,"rusted,rusty",Louisiana Creole
"galopé, galòp","run,manage",Louisiana Creole
korish,rooster,Louisiana Creole
(la) sal,room,Louisiana Creole
shanm,"room,bedroom",Louisiana Creole
shanm,"room,bedroom",Louisiana Creole
twa,roof,Louisiana Creole
roti,"roast,grill",Louisiana Creole
roti,"roast,grill",Louisiana Creole
shmin,"road,path",Louisiana Creole
(la) rivyær,river,Louisiana Creole
mir,ripe,Louisiana Creole
drwa,right,Louisiana Creole
gin rézon,right,Louisiana Creole
drèt-la,"right here,right then",Louisiana Creole
adrwa,right (direction),Louisiana Creole
"monté, mont",ride,Louisiana Creole
diri,rice,Louisiana Creole
"(ré) pozé, poz","rest,relax (sometimes reflexive)",Louisiana Creole
rèspé,respect,Louisiana Creole
"rèspèkté, rèspèk",respect,Louisiana Creole
répons,"répozé, répozpozé, poz",Louisiana Creole
"loué, lou",rent,Louisiana Creole
"raplé, rapèl",remember,Louisiana Creole
rémèd,"remedy,medicine",Louisiana Creole
glasyær,refrigerator,Louisiana Creole
glasyær,refrigerator,Louisiana Creole
paré,ready,Louisiana Creole
lir,read,Louisiana Creole
ra,rat,Louisiana Creole
rar,rare,Louisiana Creole
"èlvé, (è) lèv","raise,grow",Louisiana Creole
(la) pli,rain,Louisiana Creole
(la) ras,race,Louisiana Creole
shawi,raccoon,Louisiana Creole
shawi,raccoon,Louisiana Creole
kèstyon,question,Louisiana Creole
kèstyon,question,Louisiana Creole
mèt,"put,put on",Louisiana Creole
mèt,"put,put on",Louisiana Creole
"pousé, pous","push,grow",Louisiana Creole
pur,pure,Louisiana Creole
to,proyou (subject),Louisiana Creole
to,proyou (subject),Louisiana Creole
(vou) zòt,proyou (plural) (subject and object),Louisiana Creole
twa,proyou (object),Louisiana Creole
"no, nouzòt",prowe (subject),Louisiana Creole
"nou, nouzòt",prous (object),Louisiana Creole
"nou, nouzòt",prous (object),Louisiana Creole
fyær,proud,Louisiana Creole
yé,prothey (subject and object),Louisiana Creole
ça,"prothat,what,it,they",Louisiana Creole
"protéjé, protèj",protect,Louisiana Creole
kèkènn,prosomeone,Louisiana Creole
kèkènn,prosomeone,Louisiana Creole
kèkènn dòt,prosomeone else,Louisiana Creole
kèkènn dòt,prosomeone else,Louisiana Creole
èl,"proshe,her (object and subject pronoun)",Louisiana Creole
-minm,"proreflexive pronoun,-self",Louisiana Creole
promèt,promise,Louisiana Creole
mò,prome (object),Louisiana Creole
mo,proI (subject),Louisiana Creole
li,"prohe,she,it",Louisiana Creole
ap(é) ,progressive marker,Louisiana Creole
ap(é) ,progressive marker,Louisiana Creole
"avansé, avans",progress,Louisiana Creole
"avansé, avans",progress,Louisiana Creole
traka,"problem,trouble",Louisiana Creole
prizon,prison,Louisiana Creole
"pèshé, pèsh","prevent,fish,sin",Louisiana Creole
"pèshé, pèsh","prevent,fish,sin",Louisiana Creole
joli,"pretty,beautiful",Louisiana Creole
jolimen,"pretty much,essentially,basically",Louisiana Creole
enfamiy,pregnant,Louisiana Creole
vo myé,"prefer,would be better",Louisiana Creole
vo myé,"prefer,would be better",Louisiana Creole
"priyé, priy",pray,Louisiana Creole
pléri,prairie,Louisiana Creole
(la) poud,"powder,dust,gunpowder",Louisiana Creole
patat,"potato,sweet potato",Louisiana Creole
patat,"potato,sweet potato",Louisiana Creole
shodyær,"pot,pan",Louisiana Creole
ra-d-bwa,possum,Louisiana Creole
(la) galri,porch,Louisiana Creole
taktak,popcorn,Louisiana Creole
maléré,"poor,unfortunate,sad",Louisiana Creole
kaka,poop,Louisiana Creole
kròt,poop,Louisiana Creole
polis,police,Louisiana Creole
plézir,pleasure,Louisiana Creole
"joué, jou",play,Louisiana Creole
pla,"plate,dish (of food)",Louisiana Creole
plant,plant,Louisiana Creole
"planté, plant",plant,Louisiana Creole
plènn,plain,Louisiana Creole
plas,"place,space",Louisiana Creole
foursh,pitchfork,Louisiana Creole
roz,pink,Louisiana Creole
roz,pink,Louisiana Creole
koshon,pig,Louisiana Creole
pay,pie,Louisiana Creole
pay,pie,Louisiana Creole
pòrtré,"picture,photo,movie",Louisiana Creole
ifo,phrneed to (do something),Louisiana Creole
Bonn fèt!,phrHappy birthday!,Louisiana Creole
Bonn fèt!,phrHappy birthday!,Louisiana Creole
Insiswatil,phrAmen,Louisiana Creole
fonn,phone,Louisiana Creole
fò,pho (Vietnamese soup),Louisiana Creole
fò,pho (Vietnamese soup),Louisiana Creole
moun,person,Louisiana Creole
plakminn,persimmon,Louisiana Creole
pimen,pepper (vegetable),Louisiana Creole
pélikan,pelican,Louisiana Creole
pélikan,pelican,Louisiana Creole
pipi,pee,Louisiana Creole
pakònn,pecan,Louisiana Creole
(dé) pwar,pear,Louisiana Creole
trankil,"peaceful,quiet,calm",Louisiana Creole
"péyé, péy",pay,Louisiana Creole
"péyé, péy",pay,Louisiana Creole
(la) pat,"paw,leg or foot (of animal)",Louisiana Creole
(la) pat,"paw,leg or foot (of animal)",Louisiana Creole
té,"past marker,was",Louisiana Creole
"pasé, pas","pass,pass away",Louisiana Creole
"pasé, pas","pass,pass away",Louisiana Creole
paren,"parent,relative",Louisiana Creole
kilot,pants,Louisiana Creole
pantalon,pants,Louisiana Creole
gar-manjé,pantry,Louisiana Creole
(dé) zwit,oyster,Louisiana Creole
(dé) zwit,oyster,Louisiana Creole
ibou,owl,Louisiana Creole
fou,oven,Louisiana Creole
endéyòr,"outside,outside of",Louisiana Creole
kagou,out of sorts,Louisiana Creole
(dé) zòt,others,Louisiana Creole
dòt,other,Louisiana Creole
lòt,other,Louisiana Creole
zoranj,"orange (fruit),orange (color)",Louisiana Creole
ou,or,Louisiana Creole
"ouvri, ouvær",open,Louisiana Creole
kiki,onomhaha,Louisiana Creole
zònyon,onion,Louisiana Creole
in,"one,a(n)",Louisiana Creole
sur,on,Louisiana Creole
en,"on,in",Louisiana Creole
enho,"on,above",Louisiana Creole
dési,"on top,over",Louisiana Creole
dési,"on top,over",Louisiana Creole
vyé,old,Louisiana Creole
vyé,old,Louisiana Creole
févi,okra,Louisiana Creole
févi,okra,Louisiana Creole
klo lwil,oilfield,Louisiana Creole
lwil,oil,Louisiana Creole
souven,often,Louisiana Creole
a,"of,to,from,at",Louisiana Creole
oktòb,October,Louisiana Creole
(la) mær,ocean,Louisiana Creole
nwa,nut,Louisiana Creole
nwa,nut,Louisiana Creole
liméro/niméro,number,Louisiana Creole
tro bokou,"nphrtoo many,too much",Louisiana Creole
mèt-(d) -lékol/mèt,nphrteacher (male),Louisiana Creole
mèt-(d) -lékol/mèt,nphrteacher (male),Louisiana Creole
métrès,nphrteacher (female),Louisiana Creole
métrès,nphrteacher (female),Louisiana Creole
tèl-é-tèl,nphrsuch and such,Louisiana Creole
mal-lagòrj/mal-de-gòrj,nphrsore throat,Louisiana Creole
kilot kout,nphrshorts,Louisiana Creole
Dimansh Ramo,nphrPalm Sunday,Louisiana Creole
ti-bétay,"nphrinsect,bug",Louisiana Creole
Sammdi Sin,nphrHoly Saturday,Louisiana Creole
brilmen-lèstoma,nphrheartburn,Louisiana Creole
mal-latèt/mal-de-tèt,nphrheadache,Louisiana Creole
Vendrédi Sin,nphrGood Friday,Louisiana Creole
dolo ho,nphrflood,Louisiana Creole
toumoun,nphreveryone,Louisiana Creole
toumoun,nphreveryone,Louisiana Creole
toukèkunn,"nphreveryone,everybody",Louisiana Creole
toukèkunn,"nphreveryone,everybody",Louisiana Creole
népi-mayi,nphrear of corn,Louisiana Creole
baton-mayi,nphrcornstalk,Louisiana Creole
Mærkrédi-dê-Senn,nphrAsh Wednesday,Louisiana Creole
nimpòrt éyou,nphranywhere,Louisiana Creole
nimpòrt ki plas,nphranywhere,Louisiana Creole
nimpòrt ki zafær,nphranything,Louisiana Creole
nimpòrt kishòj,nphranything,Louisiana Creole
nimpòrt ki moun,nphranybody,Louisiana Creole
Tou-Sin,nphrAll Saints Day,Louisiana Creole
Tou-Sin,nphrAll Saints Day,Louisiana Creole
aprémidi,nphrafternoon,Louisiana Creole
aprémidi,nphrafternoon,Louisiana Creole
bout-d-tem,nphra while,Louisiana Creole
in ta,nphra lot,Louisiana Creole
ti brin,nphra little,Louisiana Creole
pa nil-plas,nowhere,Louisiana Creole
astœr,now,Louisiana Creole
astœr,now,Louisiana Creole
tem-zen-tem,"now and then,occasionally",Louisiana Creole
novemb,November,Louisiana Creole
novemb,November,Louisiana Creole
ariyin,nothing,Louisiana Creole
ariyin,nothing,Louisiana Creole
pa enkòr,not yet,Louisiana Creole
pa gran-shòj,not much,Louisiana Creole
fou pa mal,"['not care,"" not give a flyin' fiddlestick",Louisiana Creole
pa ditou,not at all,Louisiana Creole
nòr,north,Louisiana Creole
nòr,north,Louisiana Creole
midi,noon,Louisiana Creole
